component_id,production_id,part_id,qty_consumed
CMP-0065065,PRD-014469,P0163,18
CMP-0065066,PRD-014469,P0183,18
CMP-0065067,PRD-014469,P0162,36
CMP-0065068,PRD-014470,P0131,44
CMP-0065069,PRD-014470,P0199,88
CMP-0065070,PRD-014470,P0109,22
CMP-0065071,PRD-014470,P0236,88
CMP-0065072,PRD-014470,P0121,66
CMP-0065073,PRD-014471,P0113,19
CMP-0065074,PRD-014471,P0058,76
CMP-0065075,PRD-014471,P0061,57
CMP-0065076,PRD-014472,P0195,18
CMP-0065077,PRD-014472,P0214,18
CMP-0065078,PRD-014472,P0223,12
CMP-0065079,PRD-014473,P0291,27
CMP-0065080,PRD-014473,P0035,27
CMP-0065081,PRD-014473,P0020,108
CMP-0065082,PRD-014473,P0029,81
CMP-0065083,PRD-014474,P0122,92
CMP-0065084,PRD-014474,P0005,23
CMP-0065085,PRD-014474,P0294,92
CMP-0065086,PRD-014474,P0051,92
CMP-0065087,PRD-014474,P0307,23
CMP-0065088,PRD-014475,P0187,42
CMP-0065089,PRD-014475,P0077,28
CMP-0065090,PRD-014475,P0093,56
CMP-0065091,PRD-014475,P0280,28
CMP-0065092,PRD-014475,P0270,28
CMP-0065093,PRD-014476,P0256,96
CMP-0065094,PRD-014476,P0258,72
CMP-0065095,PRD-014476,P0255,48
CMP-0065096,PRD-014476,P0178,48
CMP-0065097,PRD-014476,P0271,96
CMP-0065098,PRD-014477,P0016,104
CMP-0065099,PRD-014477,P0028,26
CMP-0065100,PRD-014477,P0031,26
CMP-0065101,PRD-014477,P0036,78
CMP-0065102,PRD-014477,P0114,104
CMP-0065103,PRD-014478,P0157,8
CMP-0065104,PRD-014478,P0138,4
CMP-0065105,PRD-014478,P0098,8
CMP-0065106,PRD-014478,P0206,8
CMP-0065107,PRD-014478,P0169,4
CMP-0065108,PRD-014479,P0072,15
CMP-0065109,PRD-014479,P0128,15
CMP-0065110,PRD-014479,P0170,60
CMP-0065111,PRD-014479,P0163,45
CMP-0065112,PRD-014480,P0130,116
CMP-0065113,PRD-014480,P0102,58
CMP-0065114,PRD-014480,P0094,87
CMP-0065115,PRD-014480,P0113,29
CMP-0065116,PRD-014481,P0103,28
CMP-0065117,PRD-014481,P0173,112
CMP-0065118,PRD-014481,P0129,84
CMP-0065119,PRD-014481,P0186,28
CMP-0065120,PRD-014481,P0140,84
CMP-0065121,PRD-014481,P0155,112
CMP-0065122,PRD-014482,P0191,24
CMP-0065123,PRD-014482,P0095,24
CMP-0065124,PRD-014482,P0192,24
CMP-0065125,PRD-014483,P0207,16
CMP-0065126,PRD-014483,P0094,12
CMP-0065127,PRD-014483,P0129,4
CMP-0065128,PRD-014483,P0150,4
CMP-0065129,PRD-014483,P0174,8
CMP-0065130,PRD-014484,P0075,16
CMP-0065131,PRD-014484,P0112,12
CMP-0065132,PRD-014484,P0120,12
CMP-0065133,PRD-014484,P0168,12
CMP-0065134,PRD-014484,P0140,4
CMP-0065135,PRD-014485,P0120,20
CMP-0065136,PRD-014485,P0302,40
CMP-0065137,PRD-014485,P0115,40
CMP-0065138,PRD-014485,P0304,40
CMP-0065139,PRD-014485,P0045,80
CMP-0065140,PRD-014485,P0111,20
CMP-0065141,PRD-014486,P0304,57
CMP-0065142,PRD-014486,P0094,19
CMP-0065143,PRD-014486,P0130,38
CMP-0065144,PRD-014486,P0049,38
CMP-0065145,PRD-014486,P0042,38
CMP-0065146,PRD-014486,P0010,19
CMP-0065147,PRD-014487,P0082,44
CMP-0065148,PRD-014487,P0161,44
CMP-0065149,PRD-014487,P0139,22
CMP-0065150,PRD-014487,P0064,88
CMP-0065151,PRD-014487,P0062,88
CMP-0065152,PRD-014487,P0136,22
CMP-0065153,PRD-014488,P0026,12
CMP-0065154,PRD-014488,P0242,4
CMP-0065155,PRD-014488,P0039,4
CMP-0065156,PRD-014488,P0116,4
CMP-0065157,PRD-014488,P0112,16
CMP-0065158,PRD-014489,P0085,40
CMP-0065159,PRD-014489,P0088,120
CMP-0065160,PRD-014489,P0068,120
CMP-0065161,PRD-014489,P0149,120
CMP-0065162,PRD-014489,P0158,80
CMP-0065163,PRD-014490,P0271,54
CMP-0065164,PRD-014490,P0284,36
CMP-0065165,PRD-014490,P0207,18
CMP-0065166,PRD-014491,P0192,24
CMP-0065167,PRD-014491,P0186,96
CMP-0065168,PRD-014491,P0141,72
CMP-0065169,PRD-014491,P0149,72
CMP-0065170,PRD-014491,P0159,96
CMP-0065171,PRD-014491,P0162,96
CMP-0065172,PRD-014492,P0244,11
CMP-0065173,PRD-014492,P0245,44
CMP-0065174,PRD-014492,P0107,44
CMP-0065175,PRD-014492,P0106,44
CMP-0065176,PRD-014493,P0033,63
CMP-0065177,PRD-014493,P0132,21
CMP-0065178,PRD-014493,P0228,63
CMP-0065179,PRD-014493,P0123,63
CMP-0065180,PRD-014493,P0021,84
CMP-0065181,PRD-014494,P0194,11
CMP-0065182,PRD-014494,P0203,22
CMP-0065183,PRD-014494,P0079,33
CMP-0065184,PRD-014494,P0195,33
CMP-0065185,PRD-014495,P0177,42
CMP-0065186,PRD-014495,P0220,56
CMP-0065187,PRD-014495,P0212,42
CMP-0065188,PRD-014495,P0229,56
CMP-0065189,PRD-014496,P0102,48
CMP-0065190,PRD-014496,P0148,24
CMP-0065191,PRD-014496,P0157,36
CMP-0065192,PRD-014496,P0076,24
CMP-0065193,PRD-014496,P0155,48
CMP-0065194,PRD-014497,P0243,22
CMP-0065195,PRD-014497,P0226,22
CMP-0065196,PRD-014497,P0291,22
CMP-0065197,PRD-014498,P0266,80
CMP-0065198,PRD-014498,P0191,40
CMP-0065199,PRD-014498,P0256,80
CMP-0065200,PRD-014498,P0192,80
CMP-0065201,PRD-014498,P0209,80
CMP-0065202,PRD-014499,P0202,104
CMP-0065203,PRD-014499,P0141,52
CMP-0065204,PRD-014499,P0139,104
CMP-0065205,PRD-014499,P0179,78
CMP-0065206,PRD-014499,P0205,52
CMP-0065207,PRD-014500,P0038,32
CMP-0065208,PRD-014500,P0101,8
CMP-0065209,PRD-014500,P0298,32
CMP-0065210,PRD-014500,P0125,24
CMP-0065211,PRD-014500,P0006,24
CMP-0065212,PRD-014501,P0117,11
CMP-0065213,PRD-014501,P0132,11
CMP-0065214,PRD-014501,P0131,44
CMP-0065215,PRD-014501,P0191,33
CMP-0065216,PRD-014502,P0134,16
CMP-0065217,PRD-014502,P0116,4
CMP-0065218,PRD-014502,P0009,8
CMP-0065219,PRD-014502,P0040,8
CMP-0065220,PRD-014502,P0129,16
CMP-0065221,PRD-014502,P0101,12
CMP-0065222,PRD-014503,P0085,30
CMP-0065223,PRD-014503,P0176,30
CMP-0065224,PRD-014503,P0271,30
CMP-0065225,PRD-014504,P0158,117
CMP-0065226,PRD-014504,P0277,117
CMP-0065227,PRD-014504,P0259,156
CMP-0065228,PRD-014504,P0198,117
CMP-0065229,PRD-014504,P0193,78
CMP-0065230,PRD-014505,P0132,27
CMP-0065231,PRD-014505,P0096,27
CMP-0065232,PRD-014505,P0066,36
CMP-0065233,PRD-014505,P0065,9
CMP-0065234,PRD-014506,P0242,7
CMP-0065235,PRD-014506,P0218,28
CMP-0065236,PRD-014506,P0109,14
CMP-0065237,PRD-014506,P0099,21
CMP-0065238,PRD-014506,P0177,14
CMP-0065239,PRD-014506,P0206,7
CMP-0065240,PRD-014507,P0066,34
CMP-0065241,PRD-014507,P0215,34
CMP-0065242,PRD-014507,P0067,68
CMP-0065243,PRD-014507,P0189,68
CMP-0065244,PRD-014507,P0191,34
CMP-0065245,PRD-014508,P0108,108
CMP-0065246,PRD-014508,P0131,144
CMP-0065247,PRD-014508,P0211,72
CMP-0065248,PRD-014508,P0095,108
CMP-0065249,PRD-014508,P0116,108
CMP-0065250,PRD-014509,P0189,21
CMP-0065251,PRD-014509,P0137,84
CMP-0065252,PRD-014509,P0210,63
CMP-0065253,PRD-014509,P0204,21
CMP-0065254,PRD-014509,P0175,42
CMP-0065255,PRD-014509,P0153,21
CMP-0065256,PRD-014510,P0059,20
CMP-0065257,PRD-014510,P0135,20
CMP-0065258,PRD-014510,P0128,40
CMP-0065259,PRD-014511,P0216,18
CMP-0065260,PRD-014511,P0133,27
CMP-0065261,PRD-014511,P0122,9
CMP-0065262,PRD-014512,P0171,160
CMP-0065263,PRD-014512,P0138,120
CMP-0065264,PRD-014512,P0163,120
CMP-0065265,PRD-014512,P0140,160
CMP-0065266,PRD-014512,P0200,40
CMP-0065267,PRD-014513,P0146,50
CMP-0065268,PRD-014513,P0176,75
CMP-0065269,PRD-014513,P0195,100
CMP-0065270,PRD-014513,P0118,75
CMP-0065271,PRD-014514,P0149,62
CMP-0065272,PRD-014514,P0088,62
CMP-0065273,PRD-014514,P0169,124
CMP-0065274,PRD-014514,P0099,62
CMP-0065275,PRD-014514,P0066,124
CMP-0065276,PRD-014514,P0092,31
CMP-0065277,PRD-014515,P0189,32
CMP-0065278,PRD-014515,P0210,16
CMP-0065279,PRD-014515,P0208,32
CMP-0065280,PRD-014515,P0204,16
CMP-0065281,PRD-014515,P0066,32
CMP-0065282,PRD-014516,P0130,128
CMP-0065283,PRD-014516,P0196,32
CMP-0065284,PRD-014516,P0190,64
CMP-0065285,PRD-014516,P0214,96
CMP-0065286,PRD-014516,P0150,96
CMP-0065287,PRD-014517,P0029,56
CMP-0065288,PRD-014517,P0015,42
CMP-0065289,PRD-014517,P0098,56
CMP-0065290,PRD-014517,P0115,56
CMP-0065291,PRD-014518,P0177,60
CMP-0065292,PRD-014518,P0140,60
CMP-0065293,PRD-014518,P0161,60
CMP-0065294,PRD-014519,P0073,32
CMP-0065295,PRD-014519,P0131,16
CMP-0065296,PRD-014519,P0136,48
CMP-0065297,PRD-014519,P0126,16
CMP-0065298,PRD-014519,P0115,32
CMP-0065299,PRD-014519,P0058,48
CMP-0065300,PRD-014520,P0180,34
CMP-0065301,PRD-014520,P0105,51
CMP-0065302,PRD-014520,P0128,34
CMP-0065303,PRD-014521,P0197,80
CMP-0065304,PRD-014521,P0209,20
CMP-0065305,PRD-014521,P0130,60
CMP-0065306,PRD-014521,P0191,40
CMP-0065307,PRD-014521,P0112,40
CMP-0065308,PRD-014522,P0127,80
CMP-0065309,PRD-014522,P0131,60
CMP-0065310,PRD-014522,P0111,20
CMP-0065311,PRD-014523,P0200,64
CMP-0065312,PRD-014523,P0205,16
CMP-0065313,PRD-014523,P0175,48
CMP-0065314,PRD-014523,P0109,32
CMP-0065315,PRD-014523,P0186,32
CMP-0065316,PRD-014524,P0276,48
CMP-0065317,PRD-014524,P0172,64
CMP-0065318,PRD-014524,P0270,64
CMP-0065319,PRD-014524,P0261,48
CMP-0065320,PRD-014525,P0126,38
CMP-0065321,PRD-014525,P0124,76
CMP-0065322,PRD-014525,P0131,76
CMP-0065323,PRD-014525,P0113,76
CMP-0065324,PRD-014525,P0166,19
CMP-0065325,PRD-014525,P0119,19
CMP-0065326,PRD-014526,P0132,84
CMP-0065327,PRD-014526,P0169,84
CMP-0065328,PRD-014526,P0206,56
CMP-0065329,PRD-014526,P0176,84
CMP-0065330,PRD-014527,P0147,60
CMP-0065331,PRD-014527,P0071,60
CMP-0065332,PRD-014527,P0081,90
CMP-0065333,PRD-014527,P0101,30
CMP-0065334,PRD-014528,P0214,12
CMP-0065335,PRD-014528,P0263,24
CMP-0065336,PRD-014528,P0153,12
CMP-0065337,PRD-014529,P0208,22
CMP-0065338,PRD-014529,P0148,44
CMP-0065339,PRD-014529,P0171,22
CMP-0065340,PRD-014529,P0143,88
CMP-0065341,PRD-014529,P0100,88
CMP-0065342,PRD-014530,P0108,28
CMP-0065343,PRD-014530,P0169,42
CMP-0065344,PRD-014530,P0096,42
CMP-0065345,PRD-014530,P0157,28
CMP-0065346,PRD-014530,P0155,42
CMP-0065347,PRD-014531,P0242,58
CMP-0065348,PRD-014531,P0236,87
CMP-0065349,PRD-014531,P0018,116
CMP-0065350,PRD-014531,P0225,87
CMP-0065351,PRD-014532,P0096,36
CMP-0065352,PRD-014532,P0102,12
CMP-0065353,PRD-014532,P0059,48
CMP-0065354,PRD-014532,P0169,12
CMP-0065355,PRD-014532,P0058,48
CMP-0065356,PRD-014533,P0069,84
CMP-0065357,PRD-014533,P0086,84
CMP-0065358,PRD-014533,P0159,84
CMP-0065359,PRD-014533,P0110,21
CMP-0065360,PRD-014534,P0105,72
CMP-0065361,PRD-014534,P0186,96
CMP-0065362,PRD-014534,P0115,48
CMP-0065363,PRD-014534,P0197,72
CMP-0065364,PRD-014534,P0189,72
CMP-0065365,PRD-014534,P0200,48
CMP-0065366,PRD-014535,P0118,44
CMP-0065367,PRD-014535,P0188,44
CMP-0065368,PRD-014535,P0115,22
CMP-0065369,PRD-014535,P0186,44
CMP-0065370,PRD-014535,P0119,33
CMP-0065371,PRD-014535,P0113,22
CMP-0065372,PRD-014536,P0198,42
CMP-0065373,PRD-014536,P0189,84
CMP-0065374,PRD-014536,P0133,84
CMP-0065375,PRD-014536,P0112,63
CMP-0065376,PRD-014537,P0158,10
CMP-0065377,PRD-014537,P0164,10
CMP-0065378,PRD-014537,P0054,20
CMP-0065379,PRD-014538,P0142,56
CMP-0065380,PRD-014538,P0271,112
CMP-0065381,PRD-014538,P0253,56
CMP-0065382,PRD-014538,P0204,56
CMP-0065383,PRD-014539,P0105,12
CMP-0065384,PRD-014539,P0194,12
CMP-0065385,PRD-014539,P0210,12
CMP-0065386,PRD-014539,P0197,9
CMP-0065387,PRD-014539,P0097,6
CMP-0065388,PRD-014540,P0253,100
CMP-0065389,PRD-014540,P0259,75
CMP-0065390,PRD-014540,P0148,50
CMP-0065391,PRD-014541,P0091,12
CMP-0065392,PRD-014541,P0150,8
CMP-0065393,PRD-014541,P0065,4
CMP-0065394,PRD-014541,P0137,4
CMP-0065395,PRD-014541,P0076,4
CMP-0065396,PRD-014542,P0105,25
CMP-0065397,PRD-014542,P0221,75
CMP-0065398,PRD-014542,P0217,25
CMP-0065399,PRD-014542,P0116,100
CMP-0065400,PRD-014543,P0084,24
CMP-0065401,PRD-014543,P0076,12
CMP-0065402,PRD-014543,P0069,36
CMP-0065403,PRD-014543,P0178,12
CMP-0065404,PRD-014543,P0259,12
CMP-0065405,PRD-014543,P0080,48
CMP-0065406,PRD-014544,P0174,33
CMP-0065407,PRD-014544,P0256,22
CMP-0065408,PRD-014544,P0281,11
CMP-0065409,PRD-014544,P0185,22
CMP-0065410,PRD-014544,P0153,33
CMP-0065411,PRD-014544,P0165,44
CMP-0065412,PRD-014545,P0156,57
CMP-0065413,PRD-014545,P0166,57
CMP-0065414,PRD-014545,P0124,76
CMP-0065415,PRD-014546,P0076,15
CMP-0065416,PRD-014546,P0207,15
CMP-0065417,PRD-014546,P0172,60
CMP-0065418,PRD-014546,P0136,15
CMP-0065419,PRD-014546,P0165,30
CMP-0065420,PRD-014546,P0189,60
CMP-0065421,PRD-014547,P0195,44
CMP-0065422,PRD-014547,P0134,44
CMP-0065423,PRD-014547,P0099,44
CMP-0065424,PRD-014547,P0208,33
CMP-0065425,PRD-014547,P0203,11
CMP-0065426,PRD-014547,P0112,22
CMP-0065427,PRD-014548,P0214,69
CMP-0065428,PRD-014548,P0183,69
CMP-0065429,PRD-014548,P0069,69
CMP-0065430,PRD-014548,P0084,92
CMP-0065431,PRD-014549,P0132,30
CMP-0065432,PRD-014549,P0135,60
CMP-0065433,PRD-014549,P0002,30
CMP-0065434,PRD-014549,P0114,15
CMP-0065435,PRD-014549,P0046,30
CMP-0065436,PRD-014549,P0110,45
CMP-0065437,PRD-014550,P0201,21
CMP-0065438,PRD-014550,P0169,42
CMP-0065439,PRD-014550,P0065,21
CMP-0065440,PRD-014550,P0175,21
CMP-0065441,PRD-014550,P0081,84
CMP-0065442,PRD-014550,P0079,63
CMP-0065443,PRD-014551,P0134,23
CMP-0065444,PRD-014551,P0120,69
CMP-0065445,PRD-014551,P0183,69
CMP-0065446,PRD-014551,P0166,23
CMP-0065447,PRD-014551,P0133,69
CMP-0065448,PRD-014552,P0310,30
CMP-0065449,PRD-014552,P0219,20
CMP-0065450,PRD-014552,P0241,20
CMP-0065451,PRD-014552,P0297,30
CMP-0065452,PRD-014552,P0097,10
CMP-0065453,PRD-014552,P0014,10
CMP-0065454,PRD-014553,P0080,16
CMP-0065455,PRD-014553,P0209,8
CMP-0065456,PRD-014553,P0194,4
CMP-0065457,PRD-014553,P0179,4
CMP-0065458,PRD-014553,P0273,12
CMP-0065459,PRD-014553,P0063,8
CMP-0065460,PRD-014554,P0098,26
CMP-0065461,PRD-014554,P0184,26
CMP-0065462,PRD-014554,P0166,26
CMP-0065463,PRD-014554,P0146,78
CMP-0065464,PRD-014554,P0109,104
CMP-0065465,PRD-014554,P0152,26
CMP-0065466,PRD-014555,P0167,2
CMP-0065467,PRD-014555,P0212,6
CMP-0065468,PRD-014555,P0208,4
CMP-0065469,PRD-014555,P0154,4
CMP-0065470,PRD-014555,P0206,8
CMP-0065471,PRD-014555,P0079,8
CMP-0065472,PRD-014556,P0275,28
CMP-0065473,PRD-014556,P0181,14
CMP-0065474,PRD-014556,P0205,42
CMP-0065475,PRD-014556,P0057,14
CMP-0065476,PRD-014556,P0088,28
CMP-0065477,PRD-014557,P0264,24
CMP-0065478,PRD-014557,P0195,24
CMP-0065479,PRD-014557,P0214,6
CMP-0065480,PRD-014558,P0294,50
CMP-0065481,PRD-014558,P0115,100
CMP-0065482,PRD-014558,P0307,25
CMP-0065483,PRD-014558,P0110,100
CMP-0065484,PRD-014559,P0191,34
CMP-0065485,PRD-014559,P0080,17
CMP-0065486,PRD-014559,P0170,51
CMP-0065487,PRD-014559,P0137,51
CMP-0065488,PRD-014560,P0201,20
CMP-0065489,PRD-014560,P0113,30
CMP-0065490,PRD-014560,P0213,40
CMP-0065491,PRD-014561,P0109,128
CMP-0065492,PRD-014561,P0212,96
CMP-0065493,PRD-014561,P0243,64
CMP-0065494,PRD-014561,P0241,64
CMP-0065495,PRD-014562,P0176,80
CMP-0065496,PRD-014562,P0207,80
CMP-0065497,PRD-014562,P0091,20
CMP-0065498,PRD-014562,P0073,20
CMP-0065499,PRD-014563,P0311,20
CMP-0065500,PRD-014563,P0118,10
CMP-0065501,PRD-014563,P0028,40
CMP-0065502,PRD-014563,P0018,10
CMP-0065503,PRD-014563,P0291,20
CMP-0065504,PRD-014563,P0108,20
CMP-0065505,PRD-014564,P0202,14
CMP-0065506,PRD-014564,P0115,28
CMP-0065507,PRD-014564,P0183,28
CMP-0065508,PRD-014564,P0232,28
CMP-0065509,PRD-014565,P0201,68
CMP-0065510,PRD-014565,P0183,51
CMP-0065511,PRD-014565,P0211,34
CMP-0065512,PRD-014565,P0283,51
CMP-0065513,PRD-014565,P0197,34
CMP-0065514,PRD-014565,P0257,68
CMP-0065515,PRD-014566,P0160,72
CMP-0065516,PRD-014566,P0074,36
CMP-0065517,PRD-014566,P0151,36
CMP-0065518,PRD-014566,P0078,36
CMP-0065519,PRD-014566,P0158,108
CMP-0065520,PRD-014566,P0058,144
CMP-0065521,PRD-014567,P0239,28
CMP-0065522,PRD-014567,P0251,14
CMP-0065523,PRD-014567,P0200,28
CMP-0065524,PRD-014567,P0110,28
CMP-0065525,PRD-014567,P0218,56
CMP-0065526,PRD-014567,P0224,42
CMP-0065527,PRD-014568,P0207,8
CMP-0065528,PRD-014568,P0235,6
CMP-0065529,PRD-014568,P0132,4
CMP-0065530,PRD-014568,P0190,2
CMP-0065531,PRD-014568,P0233,8
CMP-0065532,PRD-014568,P0222,4
CMP-0065533,PRD-014569,P0275,18
CMP-0065534,PRD-014569,P0142,36
CMP-0065535,PRD-014569,P0197,18
CMP-0065536,PRD-014570,P0020,81
CMP-0065537,PRD-014570,P0247,81
CMP-0065538,PRD-014570,P0024,54
CMP-0065539,PRD-014570,P0032,81
CMP-0065540,PRD-014570,P0110,108
CMP-0065541,PRD-014570,P0011,27
CMP-0065542,PRD-014571,P0159,156
CMP-0065543,PRD-014571,P0082,117
CMP-0065544,PRD-014571,P0104,156
CMP-0065545,PRD-014572,P0162,26
CMP-0065546,PRD-014572,P0214,26
CMP-0065547,PRD-014572,P0268,39
CMP-0065548,PRD-014573,P0143,23
CMP-0065549,PRD-014573,P0281,69
CMP-0065550,PRD-014573,P0270,23
CMP-0065551,PRD-014573,P0212,69
CMP-0065552,PRD-014574,P0177,20
CMP-0065553,PRD-014574,P0166,20
CMP-0065554,PRD-014574,P0147,30
CMP-0065555,PRD-014574,P0259,10
CMP-0065556,PRD-014574,P0214,10
CMP-0065557,PRD-014575,P0176,30
CMP-0065558,PRD-014575,P0249,20
CMP-0065559,PRD-014575,P0236,10
CMP-0065560,PRD-014576,P0212,17
CMP-0065561,PRD-014576,P0189,17
CMP-0065562,PRD-014576,P0214,68
CMP-0065563,PRD-014576,P0264,34
CMP-0065564,PRD-014576,P0077,68
CMP-0065565,PRD-014577,P0117,13
CMP-0065566,PRD-014577,P0021,52
CMP-0065567,PRD-014577,P0026,39
CMP-0065568,PRD-014577,P0016,13
CMP-0065569,PRD-014577,P0038,26
CMP-0065570,PRD-014578,P0154,11
CMP-0065571,PRD-014578,P0256,44
CMP-0065572,PRD-014578,P0277,22
CMP-0065573,PRD-014578,P0184,22
CMP-0065574,PRD-014578,P0147,33
CMP-0065575,PRD-014579,P0269,64
CMP-0065576,PRD-014579,P0195,48
CMP-0065577,PRD-014579,P0274,32
CMP-0065578,PRD-014580,P0242,60
CMP-0065579,PRD-014580,P0126,60
CMP-0065580,PRD-014580,P0220,15
CMP-0065581,PRD-014580,P0048,45
CMP-0065582,PRD-014580,P0103,30
CMP-0065583,PRD-014581,P0220,28
CMP-0065584,PRD-014581,P0112,14
CMP-0065585,PRD-014581,P0223,14
CMP-0065586,PRD-014582,P0061,40
CMP-0065587,PRD-014582,P0209,40
CMP-0065588,PRD-014582,P0060,40
CMP-0065589,PRD-014582,P0064,160
CMP-0065590,PRD-014583,P0114,24
CMP-0065591,PRD-014583,P0177,16
CMP-0065592,PRD-014583,P0095,8
CMP-0065593,PRD-014583,P0116,24
CMP-0065594,PRD-014583,P0124,24
CMP-0065595,PRD-014584,P0192,16
CMP-0065596,PRD-014584,P0131,8
CMP-0065597,PRD-014584,P0191,4
CMP-0065598,PRD-014585,P0239,16
CMP-0065599,PRD-014585,P0301,8
CMP-0065600,PRD-014585,P0230,32
CMP-0065601,PRD-014586,P0145,96
CMP-0065602,PRD-014586,P0206,72
CMP-0065603,PRD-014586,P0209,24
CMP-0065604,PRD-014587,P0208,46
CMP-0065605,PRD-014587,P0198,46
CMP-0065606,PRD-014587,P0135,92
CMP-0065607,PRD-014587,P0173,92
CMP-0065608,PRD-014587,P0174,92
CMP-0065609,PRD-014587,P0216,92
CMP-0065610,PRD-014588,P0136,33
CMP-0065611,PRD-014588,P0091,11
CMP-0065612,PRD-014588,P0057,44
CMP-0065613,PRD-014588,P0131,33
CMP-0065614,PRD-014588,P0125,44
CMP-0065615,PRD-014588,P0070,44
CMP-0065616,PRD-014589,P0164,13
CMP-0065617,PRD-014589,P0203,13
CMP-0065618,PRD-014589,P0159,52
CMP-0065619,PRD-014589,P0167,13
CMP-0065620,PRD-014590,P0151,116
CMP-0065621,PRD-014590,P0112,87
CMP-0065622,PRD-014590,P0122,116
CMP-0065623,PRD-014591,P0203,18
CMP-0065624,PRD-014591,P0194,12
CMP-0065625,PRD-014591,P0125,6
CMP-0065626,PRD-014591,P0094,18
CMP-0065627,PRD-014591,P0215,6
CMP-0065628,PRD-014592,P0108,25
CMP-0065629,PRD-014592,P0187,50
CMP-0065630,PRD-014592,P0200,75
CMP-0065631,PRD-014592,P0211,50
CMP-0065632,PRD-014592,P0181,50
CMP-0065633,PRD-014593,P0014,38
CMP-0065634,PRD-014593,P0024,19
CMP-0065635,PRD-014593,P0037,38
CMP-0065636,PRD-014594,P0135,13
CMP-0065637,PRD-014594,P0073,39
CMP-0065638,PRD-014594,P0072,52
CMP-0065639,PRD-014595,P0229,22
CMP-0065640,PRD-014595,P0132,11
CMP-0065641,PRD-014595,P0216,33
CMP-0065642,PRD-014595,P0199,44
CMP-0065643,PRD-014595,P0113,11
CMP-0065644,PRD-014595,P0105,44
CMP-0065645,PRD-014596,P0086,31
CMP-0065646,PRD-014596,P0069,31
CMP-0065647,PRD-014596,P0124,93
CMP-0065648,PRD-014596,P0144,93
CMP-0065649,PRD-014596,P0121,31
CMP-0065650,PRD-014596,P0118,62
CMP-0065651,PRD-014597,P0002,10
CMP-0065652,PRD-014597,P0227,40
CMP-0065653,PRD-014597,P0217,30
CMP-0065654,PRD-014597,P0247,20
CMP-0065655,PRD-014597,P0122,10
CMP-0065656,PRD-014597,P0232,20
CMP-0065657,PRD-014598,P0126,18
CMP-0065658,PRD-014598,P0038,24
CMP-0065659,PRD-014598,P0299,18
CMP-0065660,PRD-014598,P0128,12
CMP-0065661,PRD-014598,P0012,12
CMP-0065662,PRD-014598,P0308,12
CMP-0065663,PRD-014599,P0077,8
CMP-0065664,PRD-014599,P0090,8
CMP-0065665,PRD-014599,P0108,8
CMP-0065666,PRD-014599,P0163,16
CMP-0065667,PRD-014600,P0297,87
CMP-0065668,PRD-014600,P0107,29
CMP-0065669,PRD-014600,P0027,29
CMP-0065670,PRD-014600,P0131,58
CMP-0065671,PRD-014600,P0293,87
CMP-0065672,PRD-014600,P0298,116
CMP-0065673,PRD-014601,P0268,56
CMP-0065674,PRD-014601,P0089,112
CMP-0065675,PRD-014601,P0067,84
CMP-0065676,PRD-014602,P0138,87
CMP-0065677,PRD-014602,P0143,87
CMP-0065678,PRD-014602,P0137,29
CMP-0065679,PRD-014602,P0074,58
CMP-0065680,PRD-014603,P0209,48
CMP-0065681,PRD-014603,P0114,24
CMP-0065682,PRD-014603,P0127,36
CMP-0065683,PRD-014603,P0128,48
CMP-0065684,PRD-014603,P0121,36
CMP-0065685,PRD-014604,P0112,56
CMP-0065686,PRD-014604,P0102,42
CMP-0065687,PRD-014604,P0127,14
CMP-0065688,PRD-014605,P0233,48
CMP-0065689,PRD-014605,P0010,24
CMP-0065690,PRD-014605,P0217,96
CMP-0065691,PRD-014606,P0029,26
CMP-0065692,PRD-014606,P0021,13
CMP-0065693,PRD-014606,P0232,52
CMP-0065694,PRD-014606,P0036,39
CMP-0065695,PRD-014607,P0209,4
CMP-0065696,PRD-014607,P0284,8
CMP-0065697,PRD-014607,P0206,2
CMP-0065698,PRD-014607,P0148,6
CMP-0065699,PRD-014607,P0208,8
CMP-0065700,PRD-014607,P0205,8
CMP-0065701,PRD-014608,P0249,6
CMP-0065702,PRD-014608,P0204,2
CMP-0065703,PRD-014608,P0251,4
CMP-0065704,PRD-014608,P0104,8
CMP-0065705,PRD-014608,P0111,8
CMP-0065706,PRD-014609,P0196,32
CMP-0065707,PRD-014609,P0175,32
CMP-0065708,PRD-014609,P0199,32
CMP-0065709,PRD-014610,P0215,6
CMP-0065710,PRD-014610,P0210,9
CMP-0065711,PRD-014610,P0064,9
CMP-0065712,PRD-014610,P0088,12
CMP-0065713,PRD-014610,P0208,3
CMP-0065714,PRD-014610,P0284,3
CMP-0065715,PRD-014611,P0026,44
CMP-0065716,PRD-014611,P0016,22
CMP-0065717,PRD-014611,P0241,66
CMP-0065718,PRD-014611,P0043,22
CMP-0065719,PRD-014611,P0225,88
CMP-0065720,PRD-014612,P0129,12
CMP-0065721,PRD-014612,P0225,6
CMP-0065722,PRD-014612,P0106,9
CMP-0065723,PRD-014612,P0050,6
CMP-0065724,PRD-014612,P0009,6
CMP-0065725,PRD-014613,P0106,96
CMP-0065726,PRD-014613,P0242,24
CMP-0065727,PRD-014613,P0232,24
CMP-0065728,PRD-014614,P0237,26
CMP-0065729,PRD-014614,P0040,26
