order_id,part_id,supplier_id,order_date,qty_ordered,qty_received,unit_cost,total_order_value,status,priority,expected_delivery_days
ORD-014061,P0021,SUP-014,2024-11-14,155,155,249.42,38660.1,Delivered,Urgent,9
ORD-014062,P0254,SUP-006,2023-11-28,288,288,671.91,193510.08,Delivered,Standard,11
ORD-014063,P0130,SUP-026,2022-03-06,559,30,782.16,437227.44,Backordered,Standard,5
ORD-014064,P0228,SUP-007,2024-07-10,71,36,498.74,35410.54,Pending,Standard,18
ORD-014065,P0072,SUP-019,2022-09-25,455,132,845.95,384907.25,Cancelled,Standard,21
ORD-014066,P0058,SUP-019,2022-05-15,194,194,666.13,129229.22,Delivered,Low,10
ORD-014067,P0167,SUP-005,2024-07-02,557,137,430.42,239743.94,Cancelled,Low,27
ORD-014068,P0005,SUP-028,2024-07-11,270,167,497.27,134262.9,Backordered,Low,14
ORD-014069,P0270,SUP-022,2023-02-12,519,488,420.37,-999.0,Backordered,Standard,28
ORD-014070,P0054,SUP-023,2024-02-08,453,247,374.68,169730.04,Backordered,Standard,26
ORD-014071,P0271,SUP-018,2024-03-29,518,518,392.25,203185.5,Delivered,Standard,28
ORD-014072,P0044,SUP-020,2022-08-31,311,255,470.03,146179.33,Cancelled,Urgent,8
ORD-014073,P0133,SUP-022,2024-06-25,267,229,32.15,8584.05,Backordered,Low,5
ORD-014074,P0060,SUP-019,2024-04-11,91,0,65.34,5945.94,In Transit,Standard,25
ORD-014075,P0221,SUP-029,2024-06-16,261,7,787.23,205467.03,In Transit,Low,28
ORD-014076,P0058,SUP-028,2022-04-14,377,115,666.13,251131.01,Pending,Standard,12
ORD-014077,P0076,SUP-008,2024-01-05,94,12,389.86,36646.84,Backordered,Standard,11
ORD-014078,P0250,SUP-013,2023-03-07,505,505,635.45,320902.25,Delivered,Urgent,30
ORD-014079,P0193,SUP-015,2024-09-30,336,153,417.52,140286.72,In Transit,Standard,4
ORD-014080,P0205,SUP-015,2024-12-31,411,145,841.81,345983.91,In Transit,Standard,29
ORD-014081,P0225,SUP-002,2022-05-04,516,516,785.69,405416.04,Delivered,Standard,19
ORD-014082,P0157,SUP-011,2022-05-09,176,176,372.89,65628.64,Delivered,Standard,8
ORD-014083,P0302,SUP-027,2022-01-01,48,5,637.75,30612.0,Cancelled,Urgent,18
ORD-014084,P0157,SUP-008,2023-08-13,399,45,372.89,148783.11,Cancelled,Low,10
ORD-014085,P0102,SUP-020,2023-10-28,340,65,752.85,255969.0,Backordered,Standard,3
ORD-014086,P0267,SUP-013,2024-06-01,578,213,674.91,390097.98,Backordered,Low,26
ORD-014087,P0104,SUP-013,2022-07-03,153,64,612.93,93778.29,In Transit,Urgent,8
ORD-014088,P0226,SUP-002,2023-07-12,200,200,141.66,28332.0,Delivered,Urgent,29
ORD-014089,P0030,SUP-006,2024-07-07,349,349,689.34,240579.66,Delivered,Low,28
ORD-014090,P0219,SUP-030,2023-05-06,519,462,75.55,39210.45,In Transit,Low,6
ORD-014091,P0307,SUP-023,2022-02-04,194,33,751.34,145759.96,Cancelled,Standard,20
ORD-014092,P0294,SUP-014,2024-03-18,529,165,90.19,47710.51,In Transit,Standard,5
ORD-014093,P0145,SUP-023,2024-08-24,117,117,448.83,52513.11,Delivered,Standard,14
ORD-014094,P0183,SUP-008,2022-12-13,315,4,270.42,85182.3,Pending,Standard,20
ORD-014095,P0049,SUP-022,2022-07-22,331,331,371.32,122906.92,Delivered,Standard,26
ORD-014096,P0056,SUP-009,2024-04-23,512,449,389.36,199352.32,In Transit,Standard,10
ORD-014097,P0094,SUP-011,2023-09-03,370,314,355.9,131683.0,In Transit,Standard,7
ORD-014098,P0128,SUP-026,2024-01-02,398,176,127.95,50924.1,Backordered,Low,16
ORD-014099,P0102,SUP-008,2023-07-03,127,127,752.85,95611.95,Delivered,Standard,29
ORD-014100,P0310,SUP-008,2024-02-04,600,145,704.52,422712.0,Cancelled,Standard,27
ORD-014101,P0245,SUP-002,2024-10-11,550,201,94.92,52206.0,In Transit,Low,14
ORD-014102,P0004,SUP-016,2023-07-20,262,262,547.79,143520.98,Delivered,Standard,15
ORD-014103,P0261,SUP-012,2022-03-01,103,32,75.72,7799.16,Cancelled,Standard,25
ORD-014104,P0286,SUP-008,2023-06-04,63,25,116.67,7350.21,Cancelled,Low,16
ORD-014105,P0217,SUP-013,2022-05-07,393,393,775.52,304779.36,Delivered,Standard,20
ORD-014106,P0068,SUP-003,2022-08-29,550,550,203.64,112002.0,Delivered,Standard,18
ORD-014107,P0208,SUP-019,2024-03-06,265,16,503.45,133414.25,Cancelled,Standard,21
ORD-014108,P0230,SUP-021,2022-01-28,191,191,282.38,53934.58,Delivered,Standard,9
ORD-014109,P0064,SUP-015,2024-04-02,11,6,294.99,3244.89,Cancelled,Standard,4
ORD-014110,P0186,SUP-021,2022-12-24,253,221,236.58,59854.74,Pending,Urgent,28
ORD-014111,P0146,SUP-002,2022-11-03,405,107,748.41,303106.05,In Transit,Low,23
ORD-014112,P0147,SUP-027,2023-04-20,454,33,476.75,216444.5,Pending,Standard,18
ORD-014113,P0185,SUP-009,2023-08-11,547,413,544.26,297710.22,Pending,Urgent,21
ORD-014114,P0305,SUP-018,2024-12-07,430,430,522.46,224657.8,Delivered,Standard,9
ORD-014115,P0046,SUP-026,2023-04-18,180,180,230.05,41409.0,Delivered,Standard,18
ORD-014116,P0195,SUP-001,2024-02-07,574,574,495.2,284244.8,Delivered,Standard,17
ORD-014117,P0241,SUP-015,2023-04-05,183,183,823.44,150689.52,Delivered,Standard,6
ORD-014118,P0038,SUP-023,2023-09-22,561,107,481.99,270396.39,Cancelled,Standard,27
ORD-014119,P0161,SUP-001,2022-10-29,515,328,625.79,322281.85,In Transit,Standard,17
ORD-014120,P0123,SUP-013,2023-03-16,14,14,773.21,10824.94,In Transit,Standard,27
ORD-014121,P0222,SUP-019,2022-01-26,166,51,40.62,6742.92,In Transit,Low,28
ORD-014122,P0233,SUP-020,2022-09-27,117,117,22.17,2593.89,Delivered,Urgent,22
ORD-014123,P0251,SUP-015,2024-03-05,490,490,852.44,417695.6,Delivered,Standard,21
ORD-014124,P0126,SUP-021,2024-12-14,416,416,209.19,87023.04,Delivered,Low,20
ORD-014125,P0267,SUP-026,2024-08-26,529,493,674.91,357027.39,Cancelled,Standard,19
ORD-014126,P0080,SUP-022,2022-05-13,283,188,503.98,142626.34,Pending,Urgent,30
ORD-014127,P0018,SUP-024,2024-05-03,148,148,742.3,109860.4,Delivered,Low,6
ORD-014128,P0158,SUP-016,2022-09-18,589,589,504.82,297338.98,Delivered,Standard,14
ORD-014129,P0274,SUP-003,2024-02-20,454,154,352.1,159853.4,Pending,Standard,5
ORD-014130,P0137,SUP-021,2024-09-24,68,5,241.78,16441.04,Backordered,Standard,25
ORD-014131,P0013,SUP-025,2023-03-25,198,123,104.39,20669.22,Backordered,Low,10
ORD-014132,P0083,SUP-024,2023-02-07,72,54,151.78,10928.16,In Transit,Urgent,25
ORD-014133,P0158,SUP-016,2022-06-27,501,433,504.82,252914.82,Cancelled,Standard,9
ORD-014134,P0068,SUP-020,2022-07-11,430,305,203.64,87565.2,In Transit,Standard,24
ORD-014135,P0073,SUP-005,2023-05-25,296,175,152.57,45160.72,Pending,Standard,14
ORD-014136,P0263,SUP-012,2023-01-07,241,137,774.69,186700.29,Cancelled,Urgent,9
ORD-014137,P0074,SUP-007,2023-01-15,82,7,195.18,16004.76,Pending,Standard,4
ORD-014138,P0171,SUP-018,2024-06-24,576,576,508.89,293120.64,Delivered,Standard,18
ORD-014139,P0034,SUP-007,2023-07-10,396,396,792.67,313897.32,Delivered,Standard,20
ORD-014140,P0225,SUP-022,2024-12-05,472,472,785.69,370845.68,Delivered,Standard,26
ORD-014141,P0074,SUP-016,2023-04-29,536,394,195.18,104616.48,In Transit,Urgent,17
ORD-014142,P0057,SUP-016,2022-05-05,538,395,445.7,239786.6,Cancelled,Standard,20
ORD-014143,P0137,SUP-018,2022-07-24,398,70,241.78,96228.44,In Transit,Standard,8
ORD-014144,P0134,SUP-028,2022-06-27,474,40,75.73,35896.02,Cancelled,Standard,26
ORD-014145,P0067,SUP-016,2024-01-04,416,416,564.73,-999.0,Delivered,Standard,9
ORD-014146,P0201,SUP-030,2022-02-23,460,231,588.22,270581.2,In Transit,Standard,22
ORD-014147,P0146,SUP-011,2023-10-24,497,170,748.41,371959.77,Cancelled,Standard,16
ORD-014148,P0071,SUP-013,2024-11-23,275,275,21.92,6028.0,Delivered,Urgent,24
ORD-014149,P0064,SUP-021,2024-09-19,352,160,294.99,103836.48,Cancelled,Standard,16
ORD-014150,P0240,SUP-019,2024-12-27,51,51,192.7,9827.7,Delivered,Standard,28
ORD-014151,P0280,SUP-011,2023-07-14,376,150,751.12,282421.12,Pending,Low,25
ORD-014152,P0115,SUP-014,2022-03-15,423,377,855.79,361999.17,Pending,Urgent,6
ORD-014153,P0178,SUP-016,2022-06-01,301,301,637.14,191779.14,Delivered,Standard,20
ORD-014154,P0109,SUP-012,2024-10-05,193,193,572.34,110461.62,Delivered,Standard,14
ORD-014155,P0275,SUP-015,2023-01-23,127,31,550.8,69951.6,Cancelled,Urgent,27
ORD-014156,P0063,SUP-011,2023-05-20,242,242,563.15,136282.3,Delivered,Low,29
ORD-014157,P0089,SUP-002,2022-03-13,420,39,367.64,154408.8,Backordered,Low,9
ORD-014158,P0309,SUP-005,2024-05-26,142,142,365.25,51865.5,Delivered,Low,22
ORD-014159,P0051,SUP-025,2024-07-31,260,252,261.51,67992.6,In Transit,Standard,20
ORD-014160,P0079,SUP-011,2024-09-29,56,44,626.55,35086.8,In Transit,Standard,28
ORD-014161,P0153,SUP-009,2022-10-10,168,168,542.6,91156.8,Delivered,Standard,13
ORD-014162,P0137,SUP-022,2022-03-16,98,98,241.78,23694.44,Delivered,Standard,28
ORD-014163,P0025,SUP-027,2024-12-26,565,565,715.99,404534.35,Delivered,Low,5
ORD-014164,P0243,SUP-022,2023-04-21,487,328,139.57,67970.59,Cancelled,Standard,11
ORD-014165,P0230,SUP-011,2022-05-21,197,197,282.38,55628.86,Delivered,Urgent,13
ORD-014166,P0287,SUP-021,2023-06-02,361,361,511.45,184633.45,Delivered,Standard,6
ORD-014167,P0065,SUP-003,2022-01-03,126,28,226.24,28506.24,In Transit,Standard,11
ORD-014168,P0231,SUP-020,2022-03-25,74,74,224.93,16644.82,Delivered,Standard,16
ORD-014169,P0127,SUP-007,2024-03-24,513,513,616.04,316028.52,Delivered,Low,9
ORD-014170,P0263,SUP-019,2023-06-26,338,338,774.69,261845.22,Delivered,Standard,13
ORD-014171,P0254,SUP-021,2023-12-04,468,354,671.91,314453.88,Cancelled,Low,21
ORD-014172,P0125,SUP-007,2024-06-11,250,215,676.55,169137.5,Backordered,Urgent,16
ORD-014173,P0089,SUP-022,2023-09-08,477,449,367.64,175364.28,Cancelled,Standard,23
ORD-014174,P0080,SUP-011,2022-11-15,328,328,503.98,165305.44,Delivered,Urgent,14
ORD-014175,P0306,SUP-026,2023-03-01,444,247,373.45,165811.8,In Transit,Urgent,14
ORD-014176,P0212,SUP-006,2023-03-26,132,1,868.87,114690.84,In Transit,Standard,18
ORD-014177,P0172,SUP-021,2023-04-12,74,74,701.49,51910.26,Delivered,Urgent,28
ORD-014178,P0077,SUP-012,2022-05-04,506,189,130.78,66174.68,In Transit,Urgent,18
ORD-014179,P0241,SUP-025,2022-01-12,505,505,823.44,415837.2,Delivered,Standard,27
ORD-014180,P0135,SUP-019,2022-05-20,275,184,191.43,52643.25,In Transit,Standard,29
ORD-014181,P0042,SUP-024,2022-03-12,289,283,535.77,154837.53,Cancelled,Standard,9
ORD-014182,P0229,SUP-028,2023-07-18,587,587,580.46,340730.02,Delivered,Standard,20
ORD-014183,P0171,SUP-025,2023-07-06,461,461,508.89,234598.29,Delivered,Standard,9
ORD-014184,P0230,SUP-002,2022-06-28,449,405,282.38,126788.62,Pending,Low,9
ORD-014185,P0249,SUP-016,2024-03-02,27,12,554.92,14982.84,Cancelled,Low,16
ORD-014186,P0234,SUP-022,2024-11-30,138,132,674.48,93078.24,In Transit,Urgent,10
ORD-014187,P0274,SUP-007,2022-04-15,339,113,352.1,119361.9,In Transit,Low,28
ORD-014188,P0010,SUP-014,2022-03-14,282,282,84.74,23896.68,Delivered,Standard,15
ORD-014189,P0004,SUP-011,2024-06-30,61,61,547.79,33415.19,Delivered,Low,7
ORD-014190,P0085,SUP-011,2022-12-07,58,58,779.7,45222.6,In Transit,Urgent,30
ORD-014191,P0216,SUP-001,2024-06-09,424,424,628.04,266288.96,Delivered,Standard,15
ORD-014192,P0197,SUP-007,2023-06-25,487,283,501.06,244016.22,Backordered,Urgent,16
ORD-014193,P0265,SUP-001,2023-02-17,14,14,332.04,4648.56,Delivered,Standard,6
ORD-014194,P0242,SUP-014,2023-01-31,553,468,675.71,373667.63,Cancelled,Low,4
ORD-014195,P0232,SUP-015,2024-08-02,465,340,276.28,128470.2,Pending,Standard,20
ORD-014196,P0057,SUP-008,2023-05-09,104,104,445.7,46352.8,Delivered,Low,18
ORD-014197,P0186,SUP-013,2024-11-11,166,109,236.58,39272.28,Backordered,Standard,19
ORD-014198,P0302,SUP-021,2023-03-22,527,417,637.75,336094.25,In Transit,Standard,30
ORD-014199,P0105,SUP-022,2022-08-22,376,376,90.04,33855.04,Delivered,Standard,10
ORD-014200,P0030,SUP-013,2023-08-11,284,40,689.34,195772.56,Cancelled,Urgent,29
ORD-014201,P0167,SUP-014,2023-01-14,576,576,430.42,247921.92,Delivered,Low,30
ORD-014202,P0254,SUP-030,2022-05-27,527,497,671.91,354096.57,Pending,Urgent,24
ORD-014203,P0281,SUP-021,2022-11-02,477,115,130.15,62081.55,In Transit,Urgent,3
ORD-014204,P0054,SUP-028,2024-01-16,88,88,374.68,32971.84,Delivered,Standard,14
ORD-014205,P0183,SUP-021,2023-03-10,251,157,270.42,67875.42,Backordered,Standard,7
ORD-014206,P0257,SUP-002,2023-10-25,63,63,883.12,55636.56,Delivered,Low,16
ORD-014207,P0044,SUP-020,2023-02-01,52,48,470.03,24441.56,In Transit,Standard,21
ORD-014208,P0207,SUP-009,2024-12-24,212,19,780.76,165521.12,Cancelled,Urgent,15
ORD-014209,P0116,SUP-018,2023-12-12,233,228,750.05,174761.65,In Transit,Standard,4
ORD-014210,P0017,SUP-008,2022-07-07,541,541,624.02,337594.82,Delivered,Standard,15
ORD-014211,P0306,SUP-013,2022-07-14,522,485,373.45,194940.9,In Transit,Standard,3
ORD-014212,P0309,SUP-007,2022-09-13,316,142,365.25,115419.0,Cancelled,Standard,29
ORD-014213,P0123,SUP-011,2022-11-17,555,555,773.21,429131.55,Delivered,Standard,8
ORD-014214,P0237,SUP-003,2023-08-30,366,166,136.05,49794.3,Cancelled,Standard,13
ORD-014215,P0173,SUP-024,2022-07-11,172,92,535.84,92164.48,Backordered,Standard,20
ORD-014216,P0268,SUP-018,2023-12-28,105,105,540.39,56740.95,Delivered,Low,16
ORD-014217,P0065,SUP-005,2022-03-05,234,108,226.24,52940.16,Backordered,Low,15
ORD-014218,P0053,SUP-027,2022-05-24,566,566,872.56,493868.96,Delivered,Low,12
ORD-014219,P0165,SUP-006,2024-10-20,512,102,877.25,449152.0,Cancelled,Standard,21
ORD-014220,P0144,SUP-007,2022-01-17,303,303,76.03,23037.09,Delivered,Low,29
ORD-014221,P0255,SUP-012,2022-12-25,401,401,752.82,301880.82,Delivered,Low,19
ORD-014222,P0218,SUP-030,2022-09-08,328,328,800.38,262524.64,Delivered,Standard,9
ORD-014223,P0104,SUP-001,2024-08-28,61,61,612.93,37388.73,Delivered,Low,4
ORD-014224,P0090,SUP-023,2024-03-29,95,93,582.71,55357.45,In Transit,Standard,22
ORD-014225,P0133,SUP-005,2022-04-07,23,8,32.15,739.45,Cancelled,Standard,15
ORD-014226,P0112,SUP-005,2023-04-21,297,201,726.64,215812.08,Pending,Urgent,9
ORD-014227,P0026,SUP-027,2022-02-10,116,37,896.57,104002.12,Pending,Urgent,5
ORD-014228,P0161,SUP-021,2022-06-02,374,374,625.79,234045.46,Delivered,Standard,19
ORD-014229,P0239,SUP-011,2024-05-07,410,410,131.3,53833.0,Delivered,Standard,28
ORD-014230,P0176,SUP-028,2023-08-21,169,165,81.43,13761.67,In Transit,Standard,26
ORD-014231,P0066,SUP-005,2024-05-27,19,19,294.82,5601.58,Delivered,Urgent,5
ORD-014232,P0172,SUP-011,2024-03-06,239,75,701.49,167656.11,Backordered,Standard,6
ORD-014233,P0223,SUP-009,2022-09-22,176,165,346.73,61024.48,Cancelled,Urgent,8
ORD-014234,P0245,SUP-024,2023-04-18,436,436,94.92,41385.12,Delivered,Standard,13
ORD-014235,P0084,SUP-030,2024-03-08,453,453,379.88,172085.64,Delivered,Standard,30
ORD-014236,P0171,SUP-029,2023-03-01,138,42,508.89,70226.82,Cancelled,Urgent,25
ORD-014237,P0135,SUP-020,2024-07-27,48,27,191.43,9188.64,Pending,Urgent,16
ORD-014238,P0290,SUP-028,2022-04-06,427,427,315.74,134820.98,Delivered,Standard,14
ORD-014239,P0163,SUP-011,2022-12-06,300,172,882.75,264825.0,Backordered,Standard,17
ORD-014240,P0153,SUP-007,2024-06-01,314,301,542.6,170376.4,In Transit,Standard,8
ORD-014241,P0123,SUP-021,2024-09-10,273,242,773.21,211086.33,Backordered,Urgent,5
ORD-014242,P0029,SUP-025,2022-01-14,333,128,17.87,5950.71,Backordered,Low,29
ORD-014243,P0243,SUP-002,2022-10-18,438,19,139.57,61131.66,Backordered,Low,17
ORD-014244,P0109,SUP-003,2022-08-17,482,482,572.34,275867.88,Delivered,Low,14
ORD-014245,P0028,SUP-006,2024-11-15,10,2,582.25,5822.5,Backordered,Standard,27
ORD-014246,P0150,SUP-015,2024-04-04,33,8,413.96,13660.68,In Transit,Low,19
ORD-014247,P0210,SUP-020,2023-02-06,379,273,53.63,20325.77,Pending,Urgent,4
ORD-014248,P0178,SUP-030,2022-07-03,545,545,637.14,347241.3,Delivered,Standard,10
ORD-014249,P0273,SUP-021,2023-03-17,95,65,258.39,24547.05,Cancelled,Urgent,21
ORD-014250,P0241,SUP-013,2024-05-05,15,15,823.44,12351.6,Delivered,Standard,16
ORD-014251,P0108,SUP-026,2023-07-07,62,31,555.98,34470.76,Pending,Standard,4
ORD-014252,P0263,SUP-002,2024-08-14,201,40,774.69,155712.69,Backordered,Urgent,26
ORD-014253,P0291,SUP-021,2023-04-06,56,49,369.69,20702.64,Backordered,Low,27
ORD-014254,P0262,SUP-028,2024-12-31,350,350,305.78,107023.0,Delivered,Urgent,17
ORD-014255,P0229,SUP-026,2023-09-26,409,106,580.46,237408.14,Backordered,Standard,12
ORD-014256,P0037,SUP-002,2023-11-27,381,365,126.3,48120.3,Backordered,Standard,18
ORD-014257,P0308,SUP-030,2023-09-28,535,41,108.69,58149.15,Pending,Standard,14
ORD-014258,P0072,SUP-014,2023-09-05,82,65,845.95,69367.9,Backordered,Urgent,23
ORD-014259,P0026,SUP-029,2024-11-28,368,368,896.57,329937.76,Delivered,Standard,18
ORD-014260,P0262,SUP-021,2024-08-22,278,278,305.78,85006.84,Delivered,Low,21
ORD-014261,P0012,SUP-027,2024-01-28,113,10,600.22,67824.86,Backordered,Standard,22
ORD-014262,P0110,SUP-013,2024-12-18,55,49,368.69,20277.95,In Transit,Standard,16
ORD-014263,P0080,SUP-020,2023-12-25,500,465,503.98,251990.0,Backordered,Standard,13
ORD-014264,P0114,SUP-001,2024-07-07,468,226,426.21,199466.28,Cancelled,Urgent,20
ORD-014265,P0025,SUP-021,2022-08-14,573,573,715.99,410262.27,Delivered,Standard,4
ORD-014266,P0225,SUP-013,2024-01-31,286,286,785.69,224707.34,Delivered,Standard,3
ORD-014267,P0051,SUP-016,2023-02-17,409,409,261.51,106957.59,Delivered,Standard,26
ORD-014268,P0294,SUP-007,2023-02-23,211,30,90.19,19030.09,Backordered,Urgent,14
ORD-014269,P0133,SUP-006,2022-06-23,267,267,32.15,8584.05,Delivered,Standard,22
ORD-014270,P0082,SUP-024,2023-07-18,166,78,328.01,54449.66,Backordered,Standard,16
ORD-014271,P0170,SUP-008,2023-08-24,249,78,732.86,182482.14,Backordered,Standard,8
ORD-014272,P0231,SUP-027,2023-09-05,278,278,224.93,62530.54,Delivered,Low,17
ORD-014273,P0171,SUP-018,2023-02-19,120,69,508.89,61066.8,Backordered,Standard,19
ORD-014274,P0106,SUP-009,2024-01-30,152,152,97.65,14842.8,Delivered,Standard,22
ORD-014275,P0063,SUP-007,2023-12-14,110,42,563.15,61946.5,Cancelled,Standard,28
ORD-014276,P0226,SUP-021,2024-12-23,507,507,141.66,71821.62,Delivered,Low,17
ORD-014277,P0198,SUP-019,2023-09-30,279,279,122.46,34166.34,Delivered,Low,3
ORD-014278,P0056,SUP-011,2024-02-18,231,231,389.36,89942.16,Delivered,Urgent,24
ORD-014279,P0033,SUP-001,2023-05-23,560,560,15.51,8685.6,Delivered,Standard,8
ORD-014280,P0057,SUP-005,2022-05-26,351,351,445.7,156440.7,Delivered,Low,8
ORD-014281,P0262,SUP-016,2023-08-28,101,12,305.78,30883.78,Cancelled,Standard,5
ORD-014282,P0112,SUP-014,2024-04-18,353,176,726.64,256503.92,In Transit,Urgent,19
ORD-014283,P0140,SUP-003,2024-12-10,298,298,862.98,257168.04,Delivered,Urgent,12
ORD-014284,P0124,SUP-014,2024-09-08,362,233,849.33,307457.46,Backordered,Low,23
ORD-014285,P0256,SUP-015,2023-10-17,500,39,342.92,171460.0,In Transit,Urgent,28
ORD-014286,P0156,SUP-030,2023-04-07,283,235,449.38,127174.54,Pending,Low,20
ORD-014287,P0121,SUP-008,2024-07-04,94,10,71.84,6752.96,In Transit,Low,17
ORD-014288,P0230,SUP-014,2023-12-09,265,265,282.38,74830.7,Delivered,Standard,29
ORD-014289,P0103,SUP-018,2023-10-29,63,63,528.29,33282.27,In Transit,Standard,30
ORD-014290,P0051,SUP-008,2024-10-15,87,87,261.51,22751.37,Delivered,Standard,21
ORD-014291,P0291,SUP-006,2024-04-23,430,430,369.69,158966.7,Delivered,Low,24
ORD-014292,P0270,SUP-028,2022-09-19,183,169,420.37,76927.71,Cancelled,Urgent,23
ORD-014293,P0020,SUP-018,2023-04-21,389,389,595.06,231478.34,Delivered,Standard,17
ORD-014294,P0239,SUP-027,2023-11-15,71,56,131.3,9322.3,In Transit,Standard,24
ORD-014295,P0135,SUP-005,2022-09-09,517,517,191.43,98969.31,Delivered,Standard,3
ORD-014296,P0051,SUP-025,2022-07-19,351,182,261.51,91790.01,Backordered,Low,30
ORD-014297,P0037,SUP-021,2023-05-23,390,390,126.3,49257.0,Pending,Standard,22
ORD-014298,P0164,SUP-030,2024-06-27,98,34,173.81,17033.38,Pending,Standard,28
ORD-014299,P0273,SUP-013,2024-07-04,570,310,258.39,147282.3,Backordered,Standard,9
ORD-014300,P0194,SUP-007,2024-08-04,95,91,372.69,35405.55,Cancelled,Standard,19
ORD-014301,P0134,SUP-021,2024-09-26,373,363,75.73,28247.29,Cancelled,Standard,8
ORD-014302,P0257,SUP-027,2022-04-01,315,287,883.12,278182.8,Cancelled,Standard,10
ORD-014303,P0056,SUP-023,2023-11-15,22,22,389.36,8565.92,Delivered,Urgent,17
ORD-014304,P0262,SUP-016,2022-09-09,496,496,305.78,151666.88,Delivered,Standard,19
ORD-014305,P0198,SUP-007,2024-01-05,397,397,122.46,48616.62,Delivered,Standard,22
ORD-014306,P0137,SUP-003,2023-01-04,374,374,241.78,90425.72,Delivered,Standard,28
ORD-014307,P0022,SUP-003,2023-08-04,483,483,676.11,326561.13,Delivered,Low,24
ORD-014308,P0053,SUP-008,2024-08-04,453,453,872.56,395269.68,Delivered,Standard,7
ORD-014309,P0138,SUP-005,2023-10-20,542,349,650.75,352706.5,Backordered,Standard,19
ORD-014310,P0205,SUP-011,2022-08-20,575,484,841.81,484040.75,Pending,Standard,22
ORD-014311,P0288,SUP-029,2024-09-01,399,399,583.79,232932.21,Delivered,Standard,17
ORD-014312,P0287,SUP-024,2023-03-03,372,356,511.45,190259.4,In Transit,Standard,14
ORD-014313,P0236,SUP-030,2022-10-22,310,231,614.82,190594.2,Cancelled,Standard,11
ORD-014314,P0169,SUP-018,2024-02-17,102,58,80.56,8217.12,Cancelled,Standard,30
ORD-014315,P0235,SUP-024,2024-06-22,78,78,724.71,56527.38,Delivered,Urgent,27
ORD-014316,P0227,SUP-007,2024-12-31,593,237,605.15,358853.95,Cancelled,Standard,15
ORD-014317,P0276,SUP-029,2022-01-10,594,568,594.42,353085.48,Cancelled,Standard,22
ORD-014318,P0009,SUP-023,2022-12-30,204,43,249.1,50816.4,Backordered,Low,16
ORD-014319,P0192,SUP-013,2023-03-02,247,247,628.9,155338.3,Delivered,Standard,19
ORD-014320,P0281,SUP-020,2024-09-19,518,518,130.15,67417.7,Delivered,Standard,7
ORD-014321,P0073,SUP-024,2022-05-18,281,130,152.57,42872.17,In Transit,Urgent,30
ORD-014322,P0053,SUP-027,2023-09-30,444,56,872.56,387416.64,In Transit,Urgent,15
ORD-014323,P0174,SUP-022,2023-07-03,329,106,554.52,182437.08,Backordered,Standard,18
ORD-014324,P0046,SUP-008,2023-07-17,130,75,230.05,29906.5,Cancelled,Standard,11
ORD-014325,P0075,SUP-020,2022-09-23,492,492,237.24,116722.08,Delivered,Standard,26
ORD-014326,P0248,SUP-015,2023-06-11,167,108,432.26,72187.42,Backordered,Standard,5
ORD-014327,P0062,SUP-030,2024-06-20,253,100,848.31,214622.43,Backordered,Standard,20
ORD-014328,P0265,SUP-022,2023-02-02,140,140,332.04,46485.6,Delivered,Urgent,16
ORD-014329,P0067,SUP-026,2022-11-13,294,294,564.73,166030.62,Delivered,Urgent,14
ORD-014330,P0244,SUP-008,2024-04-10,530,439,611.85,324280.5,Cancelled,Low,25
ORD-014331,P0168,SUP-016,2022-01-25,78,78,847.84,66131.52,Delivered,Urgent,8
ORD-014332,P0236,SUP-025,2022-09-13,347,95,614.82,213342.54,Pending,Urgent,22
ORD-014333,P0106,SUP-009,2022-10-29,582,582,97.65,56832.3,Delivered,Standard,5
ORD-014334,P0157,SUP-016,2022-10-31,504,428,372.89,187936.56,Pending,Urgent,18
ORD-014335,P0225,SUP-022,2023-02-02,560,20,785.69,439986.4,Backordered,Standard,24
ORD-014336,P0156,SUP-026,2024-10-28,224,71,449.38,100661.12,Backordered,Low,14
ORD-014337,P0189,SUP-026,2022-08-29,396,282,406.37,160922.52,Backordered,Standard,9
ORD-014338,P0086,SUP-025,2022-09-27,75,75,635.63,-999.0,Delivered,Standard,21
ORD-014339,P0141,SUP-008,2024-01-10,179,145,539.01,96482.79,Backordered,Standard,9
ORD-014340,P0172,SUP-008,2022-11-09,440,440,701.49,308655.6,Delivered,Standard,11
ORD-014341,P0268,SUP-025,2023-04-01,18,18,540.39,9727.02,Delivered,Standard,13
ORD-014342,P0304,SUP-013,2024-10-30,196,123,31.59,6191.64,Pending,Low,28
ORD-014343,P0150,SUP-002,2023-03-28,304,209,413.96,125843.84,In Transit,Urgent,14
ORD-014344,P0147,SUP-016,2022-04-26,261,89,476.75,124431.75,Backordered,Low,8
ORD-014345,P0087,SUP-016,2023-04-16,435,19,191.62,83354.7,Backordered,Low,15
ORD-014346,P0104,SUP-026,2024-03-12,94,94,612.93,57615.42,Delivered,Standard,23
ORD-014347,P0051,SUP-030,2024-09-22,464,211,261.51,121340.64,Pending,Urgent,12
ORD-014348,P0200,SUP-007,2024-06-05,49,49,213.86,10479.14,Delivered,Standard,16
ORD-014349,P0032,SUP-022,2024-02-16,280,280,689.82,193149.6,Delivered,Urgent,22
ORD-014350,P0279,SUP-022,2024-10-04,388,178,346.26,134348.88,In Transit,Standard,4
