production_id,product_id,production_date,line_id,qty_produced,shift,machine_id,operator_id,status,year,month,month_name,quarter,day_of_week,week_number
PRD-013588,FP-009,2023-09-11,Line-B,12,Morning,MCH-08,OPR-038,Completed,2023,9,Sep,3,Monday,37
PRD-013589,FP-008,2022-03-12,Line-C,22,Afternoon,MCH-12,OPR-052,Completed,2022,3,Mar,1,Saturday,10
PRD-013590,FP-005,2022-12-12,Line-A,2,Night,MCH-05,OPR-007,Completed,2022,12,Dec,4,Monday,50
PRD-013591,FP-008,2022-10-16,Line-B,36,Morning,MCH-01,OPR-050,Completed,2022,10,Oct,4,Sunday,41
PRD-013592,FP-007,2024-03-18,Line-A,5,Afternoon,MCH-06,OPR-043,Completed,2024,3,Mar,1,Monday,12
PRD-013593,FP-005,2023-09-08,Line-A,9,Afternoon,MCH-04,OPR-028,Completed,2023,9,Sep,3,Friday,36
PRD-013594,FP-006,2024-10-05,Line-B,28,Morning,MCH-06,OPR-056,Completed,2024,10,Oct,4,Saturday,40
PRD-013595,FP-008,2022-12-24,Line-B,35,Night,MCH-04,OPR-034,Partial,2022,12,Dec,4,Saturday,51
PRD-013596,FP-005,2024-02-24,Line-D,20,Night,MCH-12,OPR-059,Partial,2024,2,Feb,1,Saturday,8
PRD-013597,FP-008,2024-03-07,Line-A,20,Night,MCH-14,OPR-026,Scrapped,2024,3,Mar,1,Thursday,10
PRD-013598,FP-009,2022-07-12,Line-C,2,Morning,MCH-13,OPR-019,Completed,2022,7,Jul,3,Tuesday,28
PRD-013599,FP-002,2022-04-12,Line-C,3,Morning,MCH-02,OPR-018,Completed,2022,4,Apr,2,Tuesday,15
PRD-013600,FP-002,2023-02-10,Line-C,2,Afternoon,MCH-01,OPR-012,Completed,2023,2,Feb,1,Friday,6
PRD-013601,FP-003,2023-08-19,Line-D,2,Afternoon,MCH-06,OPR-007,Completed,2023,8,Aug,3,Saturday,33
PRD-013602,FP-009,2022-01-21,Line-D,9,Afternoon,MCH-07,OPR-049,Completed,2022,1,Jan,1,Friday,3
PRD-013603,FP-010,2022-06-22,Line-D,12,Morning,MCH-04,OPR-021,Completed,2022,6,Jun,2,Wednesday,25
PRD-013604,FP-003,2022-11-22,Line-B,9,Morning,MCH-08,OPR-008,Partial,2022,11,Nov,4,Tuesday,47
PRD-013605,FP-006,2022-07-14,Line-D,6,Morning,MCH-09,OPR-043,Scrapped,2022,7,Jul,3,Thursday,28
PRD-013606,FP-004,2023-03-25,Line-B,5,Night,MCH-04,OPR-052,Scrapped,2023,3,Mar,1,Saturday,12
PRD-013607,FP-010,2024-11-05,Line-D,17,Afternoon,MCH-10,OPR-005,Partial,2024,11,Nov,4,Tuesday,45
PRD-013608,FP-009,2022-05-17,Line-C,5,Night,MCH-12,OPR-056,Scrapped,2022,5,May,2,Tuesday,20
PRD-013609,FP-001,2022-09-15,Line-D,25,Afternoon,MCH-10,OPR-028,Completed,2022,9,Sep,3,Thursday,37
PRD-013610,FP-002,2023-11-09,Line-A,33,Afternoon,MCH-05,OPR-026,Scrapped,2023,11,Nov,4,Thursday,45
PRD-013611,FP-007,2023-05-20,Line-A,17,Morning,MCH-14,OPR-021,Partial,2023,5,May,2,Saturday,20
PRD-013612,FP-003,2022-05-28,Line-B,20,Night,MCH-05,OPR-038,Partial,2022,5,May,2,Saturday,21
PRD-013613,FP-010,2023-03-31,Line-A,27,Afternoon,MCH-03,OPR-027,Completed,2023,3,Mar,1,Friday,13
PRD-013614,FP-005,2023-04-06,Line-B,8,Night,MCH-10,OPR-029,Completed,2023,4,Apr,2,Thursday,14
PRD-013615,FP-009,2023-08-11,Line-A,3,Morning,MCH-08,OPR-005,Scrapped,2023,8,Aug,3,Friday,32
PRD-013616,FP-009,2022-04-24,Line-B,18,Morning,MCH-11,OPR-009,Partial,2022,4,Apr,2,Sunday,16
PRD-013617,FP-008,2022-05-16,Line-C,19,Morning,MCH-05,OPR-020,Completed,2022,5,May,2,Monday,20
PRD-013618,FP-006,2022-05-02,Line-B,15,Afternoon,MCH-03,OPR-053,Scrapped,2022,5,May,2,Monday,18
PRD-013619,FP-009,2023-06-16,Line-D,8,Morning,MCH-08,OPR-051,Completed,2023,6,Jun,2,Friday,24
PRD-013620,FP-007,2023-12-13,Line-C,32,Night,MCH-09,OPR-056,Completed,2023,12,Dec,4,Wednesday,50
PRD-013621,FP-007,2023-06-29,Line-C,20,Afternoon,MCH-06,OPR-027,Completed,2023,6,Jun,2,Thursday,26
PRD-013622,FP-007,2023-10-04,Line-B,20,Afternoon,MCH-12,OPR-025,Completed,2023,10,Oct,4,Wednesday,40
PRD-013623,FP-005,2023-06-04,Line-D,28,Afternoon,MCH-03,OPR-045,Scrapped,2023,6,Jun,2,Sunday,22
PRD-013624,FP-008,2024-08-22,Line-B,9,Afternoon,MCH-12,OPR-039,Completed,2024,8,Aug,3,Thursday,34
PRD-013625,FP-001,2024-01-15,Line-A,4,Morning,MCH-10,OPR-008,Completed,2024,1,Jan,1,Monday,3
PRD-013626,FP-010,2023-04-08,Line-A,22,Night,MCH-10,OPR-052,Completed,2023,4,Apr,2,Saturday,14
PRD-013627,FP-010,2023-02-26,Line-B,29,Night,MCH-02,OPR-023,Completed,2023,2,Feb,1,Sunday,8
PRD-013628,FP-003,2023-01-29,Line-B,25,Night,MCH-11,OPR-039,Completed,2023,1,Jan,1,Sunday,4
PRD-013629,FP-008,2023-02-23,Line-D,11,Morning,MCH-05,OPR-006,Scrapped,2023,2,Feb,1,Thursday,8
PRD-013630,FP-003,2024-10-21,Line-A,20,Morning,MCH-08,OPR-019,Partial,2024,10,Oct,4,Monday,43
PRD-013631,FP-002,2024-05-16,Line-B,14,Afternoon,MCH-09,OPR-003,Completed,2024,5,May,2,Thursday,20
PRD-013632,FP-005,2024-10-13,Line-A,35,Afternoon,MCH-04,OPR-052,Completed,2024,10,Oct,4,Sunday,41
PRD-013633,FP-001,2024-05-09,Line-C,21,Night,MCH-06,OPR-048,Completed,2024,5,May,2,Thursday,19
PRD-013634,FP-010,2022-12-02,Line-A,9,Night,MCH-03,OPR-058,Completed,2022,12,Dec,4,Friday,48
PRD-013635,FP-003,2022-08-16,Line-D,18,Afternoon,MCH-05,OPR-015,Completed,2022,8,Aug,3,Tuesday,33
PRD-013636,FP-008,2022-06-02,Line-B,16,Morning,MCH-06,OPR-011,Completed,2022,6,Jun,2,Thursday,22
PRD-013637,FP-009,2022-02-14,Line-B,19,Afternoon,MCH-12,OPR-012,Scrapped,2022,2,Feb,1,Monday,7
PRD-013638,FP-003,2022-08-19,Line-B,29,Night,MCH-03,OPR-022,Partial,2022,8,Aug,3,Friday,33
PRD-013639,FP-009,2023-07-31,Line-D,15,Morning,MCH-05,OPR-049,Completed,2023,7,Jul,3,Monday,31
PRD-013640,FP-010,2022-12-14,Line-C,27,Night,MCH-04,OPR-048,Completed,2022,12,Dec,4,Wednesday,50
PRD-013641,FP-006,2023-10-24,Line-A,40,Night,MCH-01,OPR-014,Scrapped,2023,10,Oct,4,Tuesday,43
PRD-013642,FP-005,2023-07-19,Line-C,28,Night,MCH-11,OPR-042,Completed,2023,7,Jul,3,Wednesday,29
PRD-013643,FP-001,2024-09-04,Line-A,2,Afternoon,MCH-02,OPR-049,Completed,2024,9,Sep,3,Wednesday,36
PRD-013644,FP-005,2022-07-10,Line-D,12,Night,MCH-09,OPR-022,Completed,2022,7,Jul,3,Sunday,27
PRD-013645,FP-010,2022-12-15,Line-B,13,Afternoon,MCH-03,OPR-042,Scrapped,2022,12,Dec,4,Thursday,50
PRD-013646,FP-004,2024-06-11,Line-A,22,Morning,MCH-06,OPR-054,Scrapped,2024,6,Jun,2,Tuesday,24
PRD-013647,FP-005,2022-02-10,Line-B,23,Night,MCH-11,OPR-057,Completed,2022,2,Feb,1,Thursday,6
PRD-013648,FP-010,2022-08-21,Line-A,25,Afternoon,MCH-02,OPR-003,Partial,2022,8,Aug,3,Sunday,33
PRD-013649,FP-004,2022-05-11,Line-D,29,Afternoon,MCH-02,OPR-023,Partial,2022,5,May,2,Wednesday,19
PRD-013650,FP-001,2023-11-12,Line-A,37,Afternoon,MCH-05,OPR-047,Partial,2023,11,Nov,4,Sunday,45
PRD-013651,FP-006,2024-03-24,Line-A,17,Afternoon,MCH-03,OPR-033,Completed,2024,3,Mar,1,Sunday,12
PRD-013652,FP-008,2024-10-14,Line-A,37,Afternoon,MCH-03,OPR-007,Completed,2024,10,Oct,4,Monday,42
PRD-013653,FP-003,2023-03-26,Line-D,23,Morning,MCH-11,OPR-010,Partial,2023,3,Mar,1,Sunday,12
PRD-013654,FP-007,2023-07-28,Line-A,22,Morning,MCH-14,OPR-058,Completed,2023,7,Jul,3,Friday,30
PRD-013655,FP-007,2022-09-24,Line-D,18,Night,MCH-12,OPR-025,Completed,2022,9,Sep,3,Saturday,38
PRD-013656,FP-003,2023-08-23,Line-B,17,Afternoon,MCH-02,OPR-058,Scrapped,2023,8,Aug,3,Wednesday,34
PRD-013657,FP-006,2022-09-27,Line-D,7,Night,MCH-08,OPR-038,Scrapped,2022,9,Sep,3,Tuesday,39
PRD-013658,FP-002,2023-02-12,Line-B,21,Morning,MCH-08,OPR-019,Completed,2023,2,Feb,1,Sunday,6
PRD-013659,FP-006,2022-01-20,Line-B,23,Morning,MCH-06,OPR-037,Partial,2022,1,Jan,1,Thursday,3
PRD-013660,FP-006,2022-09-15,Line-D,6,Morning,MCH-10,OPR-024,Completed,2022,9,Sep,3,Thursday,37
PRD-013661,FP-002,2024-10-09,Line-C,35,Night,MCH-11,OPR-004,Completed,2024,10,Oct,4,Wednesday,41
PRD-013662,FP-001,2024-08-06,Line-D,18,Night,MCH-14,OPR-035,Scrapped,2024,8,Aug,3,Tuesday,32
PRD-013663,FP-004,2023-04-30,Line-C,3,Morning,MCH-08,OPR-002,Completed,2023,4,Apr,2,Sunday,17
PRD-013664,FP-005,2022-12-31,Line-C,22,Afternoon,MCH-09,OPR-042,Completed,2022,12,Dec,4,Saturday,52
PRD-013665,FP-005,2024-10-10,Line-C,10,Afternoon,MCH-04,OPR-043,Scrapped,2024,10,Oct,4,Thursday,41
PRD-013666,FP-001,2023-06-18,Line-B,3,Afternoon,MCH-07,OPR-012,Completed,2023,6,Jun,2,Sunday,24
PRD-013667,FP-004,2024-08-18,Line-D,30,Afternoon,MCH-13,OPR-031,Partial,2024,8,Aug,3,Sunday,33
PRD-013668,FP-001,2023-03-17,Line-D,2,Night,MCH-06,OPR-043,Completed,2023,3,Mar,1,Friday,11
PRD-013669,FP-001,2023-06-13,Line-D,11,Morning,MCH-10,OPR-002,Completed,2023,6,Jun,2,Tuesday,24
PRD-013670,FP-001,2024-09-20,Line-D,9,Morning,MCH-01,OPR-030,Partial,2024,9,Sep,3,Friday,38
PRD-013671,FP-003,2024-04-22,Line-C,11,Night,MCH-03,OPR-003,Completed,2024,4,Apr,2,Monday,17
PRD-013672,FP-001,2022-05-01,Line-D,13,Night,MCH-04,OPR-050,Completed,2022,5,May,2,Sunday,17
PRD-013673,FP-007,2024-10-09,Line-C,13,Night,MCH-13,OPR-044,Partial,2024,10,Oct,4,Wednesday,41
PRD-013674,FP-009,2024-10-07,Line-B,36,Afternoon,MCH-14,OPR-014,Completed,2024,10,Oct,4,Monday,41
PRD-013675,FP-008,2024-10-28,Line-C,22,Night,MCH-14,OPR-045,Scrapped,2024,10,Oct,4,Monday,44
PRD-013676,FP-010,2022-07-14,Line-C,7,Afternoon,MCH-07,OPR-030,Completed,2022,7,Jul,3,Thursday,28
PRD-013677,FP-003,2022-09-28,Line-B,2,Afternoon,MCH-03,OPR-044,Scrapped,2022,9,Sep,3,Wednesday,39
PRD-013678,FP-008,2022-05-18,Line-D,16,Morning,MCH-09,OPR-019,Completed,2022,5,May,2,Wednesday,20
PRD-013679,FP-004,2022-10-04,Line-A,6,Afternoon,MCH-10,OPR-040,Completed,2022,10,Oct,4,Tuesday,40
PRD-013680,FP-003,2023-08-19,Line-D,7,Night,MCH-15,OPR-057,Partial,2023,8,Aug,3,Saturday,33
PRD-013681,FP-002,2024-03-11,Line-B,26,Night,MCH-06,OPR-039,Completed,2024,3,Mar,1,Monday,11
PRD-013682,FP-009,2022-03-24,Line-D,2,Night,MCH-03,OPR-058,Scrapped,2022,3,Mar,1,Thursday,12
PRD-013683,FP-003,2024-01-05,Line-C,9,Morning,MCH-08,OPR-050,Completed,2024,1,Jan,1,Friday,1
PRD-013684,FP-010,2024-02-08,Line-C,11,Night,MCH-11,OPR-015,Completed,2024,2,Feb,1,Thursday,6
PRD-013685,FP-001,2022-08-22,Line-D,22,Morning,MCH-02,OPR-007,Completed,2022,8,Aug,3,Monday,34
PRD-013686,FP-002,2023-11-05,Line-B,10,Morning,MCH-12,OPR-031,Completed,2023,11,Nov,4,Sunday,44
PRD-013687,FP-003,2022-02-22,Line-A,23,Morning,MCH-07,OPR-011,Completed,2022,2,Feb,1,Tuesday,8
PRD-013688,FP-007,2023-06-03,Line-D,27,Morning,MCH-07,OPR-039,Completed,2023,6,Jun,2,Saturday,22
PRD-013689,FP-003,2024-02-15,Line-D,29,Afternoon,MCH-10,OPR-019,Completed,2024,2,Feb,1,Thursday,7
PRD-013690,FP-006,2024-06-26,Line-B,24,Afternoon,MCH-01,OPR-054,Completed,2024,6,Jun,2,Wednesday,26
PRD-013691,FP-001,2023-01-02,Line-D,8,Morning,MCH-14,OPR-052,Scrapped,2023,1,Jan,1,Monday,1
PRD-013692,FP-007,2024-11-05,Line-A,37,Afternoon,MCH-09,OPR-005,Scrapped,2024,11,Nov,4,Tuesday,45
PRD-013693,FP-004,2022-03-20,Line-A,7,Night,MCH-08,OPR-032,Scrapped,2022,3,Mar,1,Sunday,11
PRD-013694,FP-007,2022-12-03,Line-C,24,Morning,MCH-15,OPR-050,Completed,2022,12,Dec,4,Saturday,48
PRD-013695,FP-010,2023-10-07,Line-D,18,Afternoon,MCH-15,OPR-048,Completed,2023,10,Oct,4,Saturday,40
PRD-013696,FP-009,2022-09-25,Line-D,28,Afternoon,MCH-10,OPR-009,Completed,2022,9,Sep,3,Sunday,38
PRD-013697,FP-009,2024-05-03,Line-B,18,Morning,MCH-15,OPR-059,Completed,2024,5,May,2,Friday,18
PRD-013698,FP-007,2023-10-10,Line-A,25,Morning,MCH-12,OPR-005,Completed,2023,10,Oct,4,Tuesday,41
PRD-013699,FP-010,2022-12-10,Line-B,16,Night,MCH-04,OPR-023,Completed,2022,12,Dec,4,Saturday,49
PRD-013700,FP-008,2023-11-03,Line-D,21,Afternoon,MCH-01,OPR-030,Scrapped,2023,11,Nov,4,Friday,44
PRD-013701,FP-009,2024-04-26,Line-D,14,Night,MCH-06,OPR-002,Completed,2024,4,Apr,2,Friday,17
PRD-013702,FP-010,2023-03-12,Line-C,26,Afternoon,MCH-02,OPR-030,Completed,2023,3,Mar,1,Sunday,10
PRD-013703,FP-001,2022-04-10,Line-A,9,Night,MCH-14,OPR-010,Completed,2022,4,Apr,2,Sunday,14
PRD-013704,FP-004,2023-09-17,Line-D,19,Afternoon,MCH-09,OPR-043,Completed,2023,9,Sep,3,Sunday,37
PRD-013705,FP-001,2023-07-17,Line-C,2,Morning,MCH-04,OPR-056,Scrapped,2023,7,Jul,3,Monday,29
PRD-013706,FP-009,2022-01-13,Line-D,10,Morning,MCH-10,OPR-016,Partial,2022,1,Jan,1,Thursday,2
PRD-013707,FP-003,2024-01-11,Line-C,28,Night,MCH-11,OPR-020,Completed,2024,1,Jan,1,Thursday,2
PRD-013708,FP-010,2022-07-19,Line-A,14,Afternoon,MCH-07,OPR-021,Scrapped,2022,7,Jul,3,Tuesday,29
PRD-013709,FP-005,2022-11-02,Line-B,24,Afternoon,MCH-04,OPR-029,Completed,2022,11,Nov,4,Wednesday,44
PRD-013710,FP-005,2024-09-16,Line-A,11,Night,MCH-05,OPR-034,Completed,2024,9,Sep,3,Monday,38
PRD-013711,FP-006,2024-02-21,Line-D,20,Afternoon,MCH-01,OPR-006,Completed,2024,2,Feb,1,Wednesday,8
PRD-013712,FP-003,2022-02-13,Line-B,4,Afternoon,MCH-02,OPR-006,Partial,2022,2,Feb,1,Sunday,6
PRD-013713,FP-006,2022-10-14,Line-B,32,Night,MCH-03,OPR-054,Scrapped,2022,10,Oct,4,Friday,41
PRD-013714,FP-003,2023-09-22,Line-C,12,Night,MCH-08,OPR-008,Completed,2023,9,Sep,3,Friday,38
PRD-013715,FP-010,2023-03-11,Line-A,6,Morning,MCH-04,OPR-015,Completed,2023,3,Mar,1,Saturday,10
PRD-013716,FP-009,2022-09-18,Line-A,18,Afternoon,MCH-05,OPR-041,Completed,2022,9,Sep,3,Sunday,37
PRD-013717,FP-007,2023-09-08,Line-C,12,Night,MCH-04,OPR-030,Completed,2023,9,Sep,3,Friday,36
PRD-013718,FP-008,2023-08-30,Line-A,23,Morning,MCH-12,OPR-015,Completed,2023,8,Aug,3,Wednesday,35
PRD-013719,FP-002,2024-10-25,Line-A,29,Morning,MCH-15,OPR-031,Completed,2024,10,Oct,4,Friday,43
PRD-013720,FP-008,2022-10-18,Line-D,5,Night,MCH-07,OPR-030,Completed,2022,10,Oct,4,Tuesday,42
PRD-013721,FP-002,2024-07-05,Line-C,6,Morning,MCH-10,OPR-042,Partial,2024,7,Jul,3,Friday,27
PRD-013722,FP-003,2024-01-22,Line-C,22,Morning,MCH-01,OPR-057,Scrapped,2024,1,Jan,1,Monday,4
PRD-013723,FP-002,2022-11-21,Line-B,36,Morning,MCH-03,OPR-007,Completed,2022,11,Nov,4,Monday,47
PRD-013724,FP-003,2024-11-24,Line-C,4,Night,MCH-15,OPR-010,Completed,2024,11,Nov,4,Sunday,47
PRD-013725,FP-006,2024-10-19,Line-B,36,Morning,MCH-03,OPR-006,Partial,2024,10,Oct,4,Saturday,42
PRD-013726,FP-007,2024-10-14,Line-A,9,Night,MCH-07,OPR-058,Completed,2024,10,Oct,4,Monday,42
PRD-013727,FP-010,2022-10-15,Line-A,17,Morning,MCH-08,OPR-025,Scrapped,2022,10,Oct,4,Saturday,41
PRD-013728,FP-005,2022-10-18,Line-C,40,Morning,MCH-09,OPR-001,Partial,2022,10,Oct,4,Tuesday,42
PRD-013729,FP-008,2023-11-30,Line-C,31,Morning,MCH-04,OPR-034,Completed,2023,11,Nov,4,Thursday,48
PRD-013730,FP-003,2024-03-25,Line-B,3,Night,MCH-04,OPR-038,Partial,2024,3,Mar,1,Monday,13
PRD-013731,FP-002,2024-07-05,Line-B,13,Afternoon,MCH-10,OPR-023,Partial,2024,7,Jul,3,Friday,27
PRD-013732,FP-003,2022-07-31,Line-B,22,Morning,MCH-10,OPR-018,Completed,2022,7,Jul,3,Sunday,30
PRD-013733,FP-010,2022-08-25,Line-B,24,Night,MCH-12,OPR-033,Completed,2022,8,Aug,3,Thursday,34
PRD-013734,FP-010,2022-11-23,Line-A,6,Night,MCH-12,OPR-045,Completed,2022,11,Nov,4,Wednesday,47
PRD-013735,FP-004,2022-11-26,Line-B,9,Night,MCH-03,OPR-020,Scrapped,2022,11,Nov,4,Saturday,47
PRD-013736,FP-001,2023-04-06,Line-D,27,Afternoon,MCH-10,OPR-045,Completed,2023,4,Apr,2,Thursday,14
PRD-013737,FP-006,2023-06-22,Line-A,12,Night,MCH-14,OPR-015,Partial,2023,6,Jun,2,Thursday,25
PRD-013738,FP-002,2023-09-09,Line-C,14,Night,MCH-13,OPR-020,Completed,2023,9,Sep,3,Saturday,36
PRD-013739,FP-010,2023-10-17,Line-B,9,Night,MCH-13,OPR-020,Completed,2023,10,Oct,4,Tuesday,42
PRD-013740,FP-004,2022-08-27,Line-B,12,Morning,MCH-10,OPR-028,Completed,2022,8,Aug,3,Saturday,34
PRD-013741,FP-006,2024-03-29,Line-A,27,Morning,MCH-14,OPR-043,Completed,2024,3,Mar,1,Friday,13
PRD-013742,FP-003,2023-08-09,Line-A,6,Morning,MCH-08,OPR-049,Scrapped,2023,8,Aug,3,Wednesday,32
PRD-013743,FP-002,2023-04-14,Line-B,15,Morning,MCH-09,OPR-008,Completed,2023,4,Apr,2,Friday,15
PRD-013744,FP-007,2023-09-13,Line-B,11,Afternoon,MCH-02,OPR-054,Completed,2023,9,Sep,3,Wednesday,37
PRD-013745,FP-009,2022-11-24,Line-A,6,Afternoon,MCH-11,OPR-018,Completed,2022,11,Nov,4,Thursday,47
PRD-013746,FP-009,2022-08-08,Line-C,29,Night,MCH-11,OPR-009,Completed,2022,8,Aug,3,Monday,32
PRD-013747,FP-009,2022-03-27,Line-A,28,Night,MCH-07,OPR-040,Partial,2022,3,Mar,1,Sunday,12
PRD-013748,FP-008,2024-08-16,Line-D,29,Morning,MCH-04,OPR-054,Completed,2024,8,Aug,3,Friday,33
PRD-013749,FP-009,2024-03-02,Line-A,7,Morning,MCH-15,OPR-044,Scrapped,2024,3,Mar,1,Saturday,9
PRD-013750,FP-009,2024-05-26,Line-B,21,Night,MCH-04,OPR-028,Partial,2024,5,May,2,Sunday,21
PRD-013751,FP-006,2023-02-15,Line-A,26,Morning,MCH-12,OPR-044,Completed,2023,2,Feb,1,Wednesday,7
PRD-013752,FP-010,2024-10-12,Line-A,39,Afternoon,MCH-12,OPR-008,Scrapped,2024,10,Oct,4,Saturday,41
PRD-013753,FP-004,2022-01-20,Line-C,19,Afternoon,MCH-15,OPR-050,Completed,2022,1,Jan,1,Thursday,3
PRD-013754,FP-005,2024-01-05,Line-C,4,Afternoon,MCH-02,OPR-028,Completed,2024,1,Jan,1,Friday,1
PRD-013755,FP-004,2022-04-02,Line-B,23,Morning,MCH-15,OPR-055,Partial,2022,4,Apr,2,Saturday,13
PRD-013756,FP-001,2023-03-22,Line-B,10,Night,MCH-13,OPR-027,Completed,2023,3,Mar,1,Wednesday,12
PRD-013757,FP-007,2023-05-17,Line-C,20,Morning,MCH-09,OPR-007,Completed,2023,5,May,2,Wednesday,20
PRD-013758,FP-006,2022-12-08,Line-D,32,Morning,MCH-05,OPR-039,Completed,2022,12,Dec,4,Thursday,49
PRD-013759,FP-004,2022-11-06,Line-C,31,Night,MCH-08,OPR-055,Completed,2022,11,Nov,4,Sunday,44
PRD-013760,FP-007,2024-06-11,Line-A,24,Night,MCH-09,OPR-040,Completed,2024,6,Jun,2,Tuesday,24
PRD-013761,FP-009,2024-02-23,Line-D,14,Afternoon,MCH-14,OPR-060,Completed,2024,2,Feb,1,Friday,8
PRD-013762,FP-001,2024-11-28,Line-B,17,Morning,MCH-07,OPR-049,Scrapped,2024,11,Nov,4,Thursday,48
PRD-013763,FP-006,2024-07-08,Line-B,7,Night,MCH-09,OPR-026,Partial,2024,7,Jul,3,Monday,28
PRD-013764,FP-001,2024-11-06,Line-A,12,Morning,MCH-02,OPR-025,Partial,2024,11,Nov,4,Wednesday,45
PRD-013765,FP-006,2022-10-31,Line-A,16,Morning,MCH-13,OPR-028,Completed,2022,10,Oct,4,Monday,44
PRD-013766,FP-009,2024-04-04,Line-A,3,Afternoon,MCH-10,OPR-042,Completed,2024,4,Apr,2,Thursday,14
PRD-013767,FP-009,2023-10-06,Line-B,27,Night,MCH-01,OPR-012,Completed,2023,10,Oct,4,Friday,40
PRD-013768,FP-005,2024-07-28,Line-A,14,Morning,MCH-12,OPR-012,Scrapped,2024,7,Jul,3,Sunday,30
PRD-013769,FP-004,2024-06-26,Line-C,11,Afternoon,MCH-12,OPR-037,Scrapped,2024,6,Jun,2,Wednesday,26
PRD-013770,FP-001,2022-02-15,Line-D,15,Morning,MCH-03,OPR-030,Completed,2022,2,Feb,1,Tuesday,7
PRD-013771,FP-005,2024-02-10,Line-B,23,Morning,MCH-03,OPR-045,Scrapped,2024,2,Feb,1,Saturday,6
PRD-013772,FP-005,2022-05-18,Line-D,19,Morning,MCH-12,OPR-028,Scrapped,2022,5,May,2,Wednesday,20
PRD-013773,FP-001,2024-05-12,Line-D,18,Afternoon,MCH-10,OPR-035,Completed,2024,5,May,2,Sunday,19
PRD-013774,FP-006,2024-08-31,Line-D,26,Night,MCH-04,OPR-013,Partial,2024,8,Aug,3,Saturday,35
PRD-013775,FP-002,2024-01-18,Line-B,19,Morning,MCH-12,OPR-031,Partial,2024,1,Jan,1,Thursday,3
PRD-013776,FP-005,2022-06-05,Line-C,6,Afternoon,MCH-13,OPR-008,Completed,2022,6,Jun,2,Sunday,22
PRD-013777,FP-001,2022-07-06,Line-C,24,Afternoon,MCH-12,OPR-051,Completed,2022,7,Jul,3,Wednesday,27
PRD-013778,FP-001,2022-11-13,Line-A,9,Morning,MCH-10,OPR-031,Partial,2022,11,Nov,4,Sunday,45
PRD-013779,FP-009,2023-07-02,Line-C,2,Afternoon,MCH-15,OPR-006,Partial,2023,7,Jul,3,Sunday,26
PRD-013780,FP-008,2023-07-28,Line-C,4,Morning,MCH-01,OPR-034,Completed,2023,7,Jul,3,Friday,30
PRD-013781,FP-005,2024-03-03,Line-C,26,Morning,MCH-04,OPR-012,Scrapped,2024,3,Mar,1,Sunday,9
PRD-013782,FP-007,2023-02-12,Line-B,12,Night,MCH-10,OPR-041,Completed,2023,2,Feb,1,Sunday,6
PRD-013783,FP-010,2024-01-21,Line-B,22,Night,MCH-05,OPR-026,Scrapped,2024,1,Jan,1,Sunday,3
PRD-013784,FP-001,2023-08-31,Line-A,10,Morning,MCH-09,OPR-059,Completed,2023,8,Aug,3,Thursday,35
PRD-013785,FP-005,2024-11-01,Line-D,24,Night,MCH-12,OPR-029,Completed,2024,11,Nov,4,Friday,44
PRD-013786,FP-009,2024-02-28,Line-C,9,Morning,MCH-04,OPR-010,Partial,2024,2,Feb,1,Wednesday,9
PRD-013787,FP-009,2022-08-30,Line-B,3,Afternoon,MCH-01,OPR-017,Completed,2022,8,Aug,3,Tuesday,35
PRD-013788,FP-005,2023-12-10,Line-A,16,Morning,MCH-03,OPR-054,Completed,2023,12,Dec,4,Sunday,49
PRD-013789,FP-006,2022-09-30,Line-B,22,Afternoon,MCH-11,OPR-028,Completed,2022,9,Sep,3,Friday,39
PRD-013790,FP-008,2024-09-05,Line-B,8,Afternoon,MCH-05,OPR-019,Completed,2024,9,Sep,3,Thursday,36
PRD-013791,FP-005,2024-04-05,Line-C,10,Afternoon,MCH-11,OPR-045,Scrapped,2024,4,Apr,2,Friday,14
PRD-013792,FP-004,2022-02-20,Line-C,6,Morning,MCH-02,OPR-011,Scrapped,2022,2,Feb,1,Sunday,7
PRD-013793,FP-007,2023-03-24,Line-D,10,Afternoon,MCH-01,OPR-010,Completed,2023,3,Mar,1,Friday,12
PRD-013794,FP-009,2023-01-13,Line-B,28,Morning,MCH-12,OPR-002,Completed,2023,1,Jan,1,Friday,2
PRD-013795,FP-005,2024-02-20,Line-C,25,Morning,MCH-07,OPR-030,Completed,2024,2,Feb,1,Tuesday,8
PRD-013796,FP-005,2023-02-27,Line-A,5,Morning,MCH-01,OPR-004,Scrapped,2023,2,Feb,1,Monday,9
PRD-013797,FP-010,2022-07-08,Line-C,11,Afternoon,MCH-05,OPR-048,Completed,2022,7,Jul,3,Friday,27
PRD-013798,FP-002,2024-05-14,Line-A,13,Afternoon,MCH-09,OPR-055,Scrapped,2024,5,May,2,Tuesday,20
PRD-013799,FP-004,2024-05-12,Line-A,25,Afternoon,MCH-15,OPR-054,Completed,2024,5,May,2,Sunday,19
PRD-013800,FP-005,2024-07-07,Line-C,14,Night,MCH-03,OPR-021,Completed,2024,7,Jul,3,Sunday,27
PRD-013801,FP-002,2023-01-07,Line-D,7,Afternoon,MCH-06,OPR-010,Completed,2023,1,Jan,1,Saturday,1
PRD-013802,FP-004,2024-06-13,Line-D,22,Afternoon,MCH-08,OPR-019,Completed,2024,6,Jun,2,Thursday,24
