component_id,production_id,part_id,qty_consumed,unit_cost,category,component_cost
CMP-0046896,PRD-010434,P0117,78,680.32,Electrical,53064.96
CMP-0046897,PRD-010434,P0189,156,406.37,Structural,63393.72
CMP-0046898,PRD-010434,P0208,78,503.45,Structural,39269.1
CMP-0046899,PRD-010434,P0102,117,752.85,Electrical,88083.45
CMP-0046900,PRD-010435,P0242,108,675.71,Cooling System,72976.68
CMP-0046901,PRD-010435,P0122,27,70.11,Electrical,1892.97
CMP-0046902,PRD-010435,P0004,81,547.79,Engine Components,44370.99
CMP-0046903,PRD-010436,P0121,48,71.84,Electrical,3448.32
CMP-0046904,PRD-010436,P0217,64,775.52,Cooling System,49633.28
CMP-0046905,PRD-010436,P0006,64,784.33,Engine Components,50197.12
CMP-0046906,PRD-010436,P0114,16,426.21,Electrical,6819.36
CMP-0046907,PRD-010436,P0009,64,249.1,Engine Components,15942.4
CMP-0046908,PRD-010437,P0123,88,773.21,Electrical,68042.48
CMP-0046909,PRD-010437,P0175,66,201.76,Hydraulics,13316.16
CMP-0046910,PRD-010437,P0090,66,582.71,Brake Systems,38458.86
CMP-0046911,PRD-010437,P0086,44,635.63,Brake Systems,27967.72
CMP-0046912,PRD-010437,P0149,66,300.24,Hydraulics,19815.84
CMP-0046913,PRD-010438,P0041,100,213.86,Engine Components,21386.0
CMP-0046914,PRD-010438,P0096,100,651.7,Electrical,65170.0
CMP-0046915,PRD-010438,P0112,75,726.64,Electrical,54498.0
CMP-0046916,PRD-010439,P0188,18,50.61,Structural,910.98
CMP-0046917,PRD-010439,P0182,18,161.84,Structural,2913.12
CMP-0046918,PRD-010439,P0106,9,97.65,Electrical,878.85
CMP-0046919,PRD-010439,P0201,36,588.22,Structural,21175.92
CMP-0046920,PRD-010440,P0080,7,503.98,Brake Systems,3527.86
CMP-0046921,PRD-010440,P0175,7,201.76,Hydraulics,1412.32
CMP-0046922,PRD-010440,P0173,14,535.84,Hydraulics,7501.76
CMP-0046923,PRD-010440,P0060,28,65.34,Brake Systems,1829.52
CMP-0046924,PRD-010440,P0082,21,328.01,Brake Systems,6888.21
CMP-0046925,PRD-010440,P0170,28,732.86,Hydraulics,20520.08
CMP-0046926,PRD-010441,P0077,32,130.78,Brake Systems,4184.96
CMP-0046927,PRD-010441,P0183,8,270.42,Structural,2163.36
CMP-0046928,PRD-010441,P0076,16,389.86,Brake Systems,6237.76
CMP-0046929,PRD-010442,P0190,44,735.61,Structural,32366.84
CMP-0046930,PRD-010442,P0213,44,103.82,Structural,4568.08
CMP-0046931,PRD-010442,P0155,44,506.33,Hydraulics,22278.52
CMP-0046932,PRD-010443,P0107,69,728.81,Electrical,50287.89
CMP-0046933,PRD-010443,P0246,46,417.49,Cooling System,19204.54
CMP-0046934,PRD-010443,P0228,23,498.74,Cooling System,11471.02
CMP-0046935,PRD-010443,P0223,92,346.73,Cooling System,31899.16
CMP-0046936,PRD-010443,P0034,92,792.67,Engine Components,72925.64
CMP-0046937,PRD-010443,P0233,46,22.17,Cooling System,1019.82
CMP-0046938,PRD-010444,P0258,8,367.35,Suspension,2938.8
CMP-0046939,PRD-010444,P0284,8,326.21,Suspension,2609.68
CMP-0046940,PRD-010444,P0273,4,258.39,Suspension,1033.56
CMP-0046941,PRD-010444,P0215,4,81.22,Structural,324.88
CMP-0046942,PRD-010444,P0257,12,883.12,Suspension,10597.44
CMP-0046943,PRD-010444,P0200,8,213.86,Structural,1710.88
CMP-0046944,PRD-010445,P0168,93,847.84,Hydraulics,78849.12
CMP-0046945,PRD-010445,P0176,124,81.43,Structural,10097.32
CMP-0046946,PRD-010445,P0100,93,127.65,Electrical,11871.45
CMP-0046947,PRD-010445,P0133,62,32.15,Electrical,1993.3
CMP-0046948,PRD-010445,P0183,124,270.42,Structural,33532.08
CMP-0046949,PRD-010445,P0157,62,372.89,Hydraulics,23119.18
CMP-0046950,PRD-010446,P0083,84,151.78,Brake Systems,12749.52
CMP-0046951,PRD-010446,P0089,112,367.64,Brake Systems,41175.68
CMP-0046952,PRD-010446,P0176,112,81.43,Structural,9120.16
CMP-0046953,PRD-010446,P0265,56,332.04,Suspension,18594.24
CMP-0046954,PRD-010447,P0120,31,148.49,Electrical,4603.19
CMP-0046955,PRD-010447,P0228,62,498.74,Cooling System,30921.88
CMP-0046956,PRD-010447,P0178,31,637.14,Structural,19751.34
CMP-0046957,PRD-010447,P0104,93,612.93,Electrical,57002.49
CMP-0046958,PRD-010448,P0078,8,639.52,Brake Systems,5116.16
CMP-0046959,PRD-010448,P0060,16,65.34,Brake Systems,1045.44
CMP-0046960,PRD-010448,P0134,32,75.73,Electrical,2423.36
CMP-0046961,PRD-010449,P0104,6,612.93,Electrical,3677.58
CMP-0046962,PRD-010449,P0100,2,127.65,Electrical,255.3
CMP-0046963,PRD-010449,P0127,4,616.04,Electrical,2464.16
CMP-0046964,PRD-010449,P0187,2,856.45,Structural,1712.9
CMP-0046965,PRD-010449,P0101,8,813.98,Electrical,6511.84
CMP-0046966,PRD-010449,P0189,2,406.37,Structural,812.74
CMP-0046967,PRD-010450,P0199,50,155.16,Structural,7758.0
CMP-0046968,PRD-010450,P0189,25,406.37,Structural,10159.25
CMP-0046969,PRD-010450,P0124,25,849.33,Electrical,21233.25
CMP-0046970,PRD-010450,P0127,25,616.04,Electrical,15401.0
CMP-0046971,PRD-010451,P0196,92,566.03,Structural,52074.76
CMP-0046972,PRD-010451,P0190,92,735.61,Structural,67676.12
CMP-0046973,PRD-010451,P0100,92,127.65,Electrical,11743.8
CMP-0046974,PRD-010452,P0084,50,379.88,Brake Systems,18994.0
CMP-0046975,PRD-010452,P0082,50,328.01,Brake Systems,16400.5
CMP-0046976,PRD-010452,P0153,50,542.6,Hydraulics,27130.0
CMP-0046977,PRD-010453,P0237,44,136.05,Cooling System,5986.2
CMP-0046978,PRD-010453,P0049,44,371.32,Engine Components,16338.08
CMP-0046979,PRD-010453,P0022,44,676.11,Engine Components,29748.84
CMP-0046980,PRD-010453,P0042,33,535.77,Engine Components,17680.41
CMP-0046981,PRD-010454,P0111,56,679.6,Electrical,38057.6
CMP-0046982,PRD-010454,P0094,56,355.9,Electrical,19930.4
CMP-0046983,PRD-010454,P0106,84,97.65,Electrical,8202.6
CMP-0046984,PRD-010454,P0155,28,506.33,Hydraulics,14177.24
CMP-0046985,PRD-010454,P0065,28,226.24,Brake Systems,6334.72
CMP-0046986,PRD-010455,P0044,18,470.03,Engine Components,8460.54
CMP-0046987,PRD-010455,P0099,18,605.2,Electrical,10893.6
CMP-0046988,PRD-010455,P0134,18,75.73,Electrical,1363.14
CMP-0046989,PRD-010455,P0122,54,70.11,Electrical,3785.94
CMP-0046990,PRD-010456,P0090,27,582.71,Brake Systems,15733.17
CMP-0046991,PRD-010456,P0175,27,201.76,Hydraulics,5447.52
CMP-0046992,PRD-010456,P0150,36,413.96,Hydraulics,14902.56
CMP-0046993,PRD-010456,P0138,36,650.75,Hydraulics,23427.0
CMP-0046994,PRD-010456,P0093,18,320.93,Brake Systems,5776.74
CMP-0046995,PRD-010456,P0119,9,222.53,Electrical,2002.77
CMP-0046996,PRD-010457,P0144,6,76.03,Hydraulics,456.18
CMP-0046997,PRD-010457,P0206,4,657.56,Structural,2630.24
CMP-0046998,PRD-010457,P0114,4,426.21,Electrical,1704.84
CMP-0046999,PRD-010457,P0105,4,90.04,Electrical,360.16
CMP-0047000,PRD-010457,P0184,2,849.27,Structural,1698.54
CMP-0047001,PRD-010458,P0049,6,371.32,Engine Components,2227.92
CMP-0047002,PRD-010458,P0032,6,689.82,Engine Components,4138.92
CMP-0047003,PRD-010458,P0052,3,777.29,Engine Components,2331.87
CMP-0047004,PRD-010459,P0118,108,569.67,Electrical,61524.36
CMP-0047005,PRD-010459,P0156,81,449.38,Hydraulics,36399.78
CMP-0047006,PRD-010459,P0180,54,841.3,Structural,45430.2
CMP-0047007,PRD-010460,P0164,28,173.81,Hydraulics,4866.68
CMP-0047008,PRD-010460,P0165,56,877.25,Hydraulics,49126.0
CMP-0047009,PRD-010460,P0074,14,195.18,Brake Systems,2732.52
CMP-0047010,PRD-010461,P0188,48,50.61,Structural,2429.28
CMP-0047011,PRD-010461,P0093,48,320.93,Brake Systems,15404.64
CMP-0047012,PRD-010461,P0259,32,601.55,Suspension,19249.6
CMP-0047013,PRD-010462,P0277,27,414.63,Suspension,11195.01
CMP-0047014,PRD-010462,P0262,81,305.78,Suspension,24768.18
CMP-0047015,PRD-010462,P0213,108,103.82,Structural,11212.56
CMP-0047016,PRD-010463,P0161,11,625.79,Hydraulics,6883.69
CMP-0047017,PRD-010463,P0054,44,374.68,Brake Systems,16485.92
CMP-0047018,PRD-010463,P0087,44,191.62,Brake Systems,8431.28
CMP-0047019,PRD-010463,P0166,44,783.59,Hydraulics,34477.96
CMP-0047020,PRD-010463,P0159,44,326.35,Hydraulics,14359.4
CMP-0047021,PRD-010464,P0204,32,793.2,Structural,25382.4
CMP-0047022,PRD-010464,P0187,32,856.45,Structural,27406.4
CMP-0047023,PRD-010464,P0095,8,400.91,Electrical,3207.28
CMP-0047024,PRD-010464,P0190,32,735.61,Structural,23539.52
CMP-0047025,PRD-010465,P0201,8,588.22,Structural,4705.76
CMP-0047026,PRD-010465,P0272,6,810.85,Suspension,4865.1
CMP-0047027,PRD-010465,P0194,8,372.69,Structural,2981.52
CMP-0047028,PRD-010465,P0284,4,326.21,Suspension,1304.84
CMP-0047029,PRD-010466,P0190,21,735.61,Structural,15447.81
CMP-0047030,PRD-010466,P0113,21,235.54,Electrical,4946.34
CMP-0047031,PRD-010466,P0205,84,841.81,Structural,70712.04
CMP-0047032,PRD-010466,P0162,42,656.26,Hydraulics,27562.92
CMP-0047033,PRD-010466,P0203,42,502.87,Structural,21120.54
CMP-0047034,PRD-010467,P0034,92,792.67,Engine Components,72925.64
CMP-0047035,PRD-010467,P0013,46,104.39,Engine Components,4801.94
CMP-0047036,PRD-010467,P0292,46,484.48,Fuel System,22286.08
CMP-0047037,PRD-010468,P0155,90,506.33,Hydraulics,45569.7
CMP-0047038,PRD-010468,P0114,60,426.21,Electrical,25572.6
CMP-0047039,PRD-010468,P0100,30,127.65,Electrical,3829.5
CMP-0047040,PRD-010469,P0185,26,544.26,Structural,14150.76
CMP-0047041,PRD-010469,P0180,39,841.3,Structural,32810.7
CMP-0047042,PRD-010469,P0206,52,657.56,Structural,34193.12
CMP-0047043,PRD-010469,P0123,39,773.21,Electrical,30155.19
CMP-0047044,PRD-010470,P0063,96,563.15,Brake Systems,54062.4
CMP-0047045,PRD-010470,P0143,24,707.63,Hydraulics,16983.12
CMP-0047046,PRD-010470,P0207,96,780.76,Structural,74952.96
CMP-0047047,PRD-010470,P0081,96,810.55,Brake Systems,77812.8
CMP-0047048,PRD-010470,P0163,96,882.75,Hydraulics,84744.0
CMP-0047049,PRD-010470,P0073,48,152.57,Brake Systems,7323.36
CMP-0047050,PRD-010471,P0185,31,544.26,Structural,16872.06
CMP-0047051,PRD-010471,P0144,31,76.03,Hydraulics,2356.93
CMP-0047052,PRD-010471,P0137,124,241.78,Hydraulics,29980.72
CMP-0047053,PRD-010471,P0200,124,213.86,Structural,26518.64
CMP-0047054,PRD-010472,P0175,26,201.76,Hydraulics,5245.76
CMP-0047055,PRD-010472,P0108,39,555.98,Electrical,21683.22
CMP-0047056,PRD-010472,P0112,39,726.64,Electrical,28338.96
CMP-0047057,PRD-010472,P0068,13,203.64,Brake Systems,2647.32
CMP-0047058,PRD-010473,P0149,21,300.24,Hydraulics,6305.04
CMP-0047059,PRD-010473,P0181,21,146.86,Structural,3084.06
CMP-0047060,PRD-010473,P0150,63,413.96,Hydraulics,26079.48
CMP-0047061,PRD-010473,P0153,42,542.6,Hydraulics,22789.2
CMP-0047062,PRD-010473,P0170,84,732.86,Hydraulics,61560.24
CMP-0047063,PRD-010473,P0131,21,202.32,Electrical,4248.72
CMP-0047064,PRD-010474,P0119,60,222.53,Electrical,13351.8
CMP-0047065,PRD-010474,P0170,60,732.86,Hydraulics,43971.6
CMP-0047066,PRD-010474,P0131,20,202.32,Electrical,4046.4
CMP-0047067,PRD-010474,P0113,20,235.54,Electrical,4710.8
CMP-0047068,PRD-010474,P0189,40,406.37,Structural,16254.8
CMP-0047069,PRD-010474,P0209,80,181.96,Structural,14556.8
CMP-0047070,PRD-010475,P0273,124,258.39,Suspension,32040.36
CMP-0047071,PRD-010475,P0277,62,414.63,Suspension,25707.06
CMP-0047072,PRD-010475,P0275,124,550.8,Suspension,68299.2
CMP-0047073,PRD-010475,P0053,93,872.56,Brake Systems,81148.08
CMP-0047074,PRD-010476,P0063,8,563.15,Brake Systems,4505.2
CMP-0047075,PRD-010476,P0092,4,866.84,Brake Systems,3467.36
CMP-0047076,PRD-010476,P0260,2,711.31,Suspension,1422.62
CMP-0047077,PRD-010476,P0200,8,213.86,Structural,1710.88
CMP-0047078,PRD-010476,P0053,2,872.56,Brake Systems,1745.12
CMP-0047079,PRD-010477,P0005,37,497.27,Engine Components,18398.99
CMP-0047080,PRD-010477,P0241,74,823.44,Cooling System,60934.56
CMP-0047081,PRD-010477,P0018,111,742.3,Engine Components,82395.3
CMP-0047082,PRD-010477,P0310,74,704.52,Fuel System,52134.48
CMP-0047083,PRD-010478,P0162,24,656.26,Hydraulics,15750.24
CMP-0047084,PRD-010478,P0098,72,765.49,Electrical,55115.28
CMP-0047085,PRD-010478,P0166,24,783.59,Hydraulics,18806.16
CMP-0047086,PRD-010479,P0120,156,148.49,Electrical,23164.44
CMP-0047087,PRD-010479,P0022,78,676.11,Engine Components,52736.58
CMP-0047088,PRD-010479,P0100,39,127.65,Electrical,4978.35
CMP-0047089,PRD-010480,P0171,117,508.89,Hydraulics,59540.13
CMP-0047090,PRD-010480,P0087,78,191.62,Brake Systems,14946.36
CMP-0047091,PRD-010480,P0118,156,569.67,Electrical,88868.52
CMP-0047092,PRD-010481,P0192,92,628.9,Structural,57858.8
CMP-0047093,PRD-010481,P0178,69,637.14,Structural,43962.66
CMP-0047094,PRD-010481,P0061,69,541.61,Brake Systems,37371.09
CMP-0047095,PRD-010482,P0170,6,732.86,Hydraulics,4397.16
CMP-0047096,PRD-010482,P0136,12,607.47,Hydraulics,7289.64
CMP-0047097,PRD-010482,P0264,6,721.68,Suspension,4330.08
CMP-0047098,PRD-010482,P0268,6,540.39,Suspension,3242.34
CMP-0047099,PRD-010483,P0195,8,495.2,Structural,3961.6
CMP-0047100,PRD-010483,P0161,16,625.79,Hydraulics,10012.64
CMP-0047101,PRD-010483,P0162,32,656.26,Hydraulics,21000.32
CMP-0047102,PRD-010483,P0191,24,299.14,Structural,7179.36
CMP-0047103,PRD-010483,P0079,16,626.55,Brake Systems,10024.8
CMP-0047104,PRD-010484,P0214,24,419.38,Structural,10065.12
CMP-0047105,PRD-010484,P0065,24,226.24,Brake Systems,5429.76
CMP-0047106,PRD-010484,P0140,96,862.98,Hydraulics,82846.08
CMP-0047107,PRD-010484,P0137,24,241.78,Hydraulics,5802.72
CMP-0047108,PRD-010485,P0144,84,76.03,Hydraulics,6386.52
CMP-0047109,PRD-010485,P0284,63,326.21,Suspension,20551.23
CMP-0047110,PRD-010485,P0150,63,413.96,Hydraulics,26079.48
CMP-0047111,PRD-010485,P0214,84,419.38,Structural,35227.92
CMP-0047112,PRD-010485,P0274,84,352.1,Suspension,29576.4
CMP-0047113,PRD-010485,P0145,21,448.83,Hydraulics,9425.43
CMP-0047114,PRD-010486,P0172,19,701.49,Hydraulics,13328.31
CMP-0047115,PRD-010486,P0206,76,657.56,Structural,49974.56
CMP-0047116,PRD-010486,P0215,38,81.22,Structural,3086.36
CMP-0047117,PRD-010486,P0276,57,594.42,Suspension,33881.94
CMP-0047118,PRD-010486,P0180,76,841.3,Structural,63938.8
CMP-0047119,PRD-010486,P0253,76,855.2,Suspension,64995.2
CMP-0047120,PRD-010487,P0188,20,50.61,Structural,1012.2
CMP-0047121,PRD-010487,P0097,20,396.7,Electrical,7934.0
CMP-0047122,PRD-010487,P0233,20,22.17,Cooling System,443.4
CMP-0047123,PRD-010488,P0189,11,406.37,Structural,4470.07
CMP-0047124,PRD-010488,P0056,44,389.36,Brake Systems,17131.84
CMP-0047125,PRD-010488,P0085,11,779.7,Brake Systems,8576.7
CMP-0047126,PRD-010488,P0083,22,151.78,Brake Systems,3339.16
CMP-0047127,PRD-010488,P0178,44,637.14,Structural,28034.16
CMP-0047128,PRD-010489,P0068,17,203.64,Brake Systems,3461.88
CMP-0047129,PRD-010489,P0179,17,249.13,Structural,4235.21
CMP-0047130,PRD-010489,P0065,68,226.24,Brake Systems,15384.32
CMP-0047131,PRD-010489,P0059,68,532.0,Brake Systems,36176.0
CMP-0047132,PRD-010489,P0072,34,845.95,Brake Systems,28762.3
CMP-0047133,PRD-010489,P0206,17,657.56,Structural,11178.52
CMP-0047134,PRD-010490,P0077,60,130.78,Brake Systems,7846.8
CMP-0047135,PRD-010490,P0279,90,346.26,Suspension,31163.4
CMP-0047136,PRD-010490,P0271,30,392.25,Suspension,11767.5
CMP-0047137,PRD-010490,P0065,30,226.24,Brake Systems,6787.2
CMP-0047138,PRD-010490,P0070,30,282.73,Brake Systems,8481.9
CMP-0047139,PRD-010491,P0003,32,388.4,Engine Components,12428.8
CMP-0047140,PRD-010491,P0094,96,355.9,Electrical,34166.4
CMP-0047141,PRD-010491,P0296,128,552.26,Fuel System,70689.28
CMP-0047142,PRD-010491,P0030,128,689.34,Engine Components,88235.52
CMP-0047143,PRD-010491,P0050,96,184.56,Engine Components,17717.76
CMP-0047144,PRD-010491,P0292,96,484.48,Fuel System,46510.08
CMP-0047145,PRD-010492,P0262,6,305.78,Suspension,1834.68
CMP-0047146,PRD-010492,P0267,6,674.91,Suspension,4049.46
CMP-0047147,PRD-010492,P0187,6,856.45,Structural,5138.7
CMP-0047148,PRD-010493,P0179,64,249.13,Structural,15944.32
CMP-0047149,PRD-010493,P0171,32,508.89,Hydraulics,16284.48
CMP-0047150,PRD-010493,P0281,128,130.15,Suspension,16659.2
CMP-0047151,PRD-010494,P0193,12,417.52,Structural,5010.24
CMP-0047152,PRD-010494,P0133,36,32.15,Electrical,1157.4
CMP-0047153,PRD-010494,P0190,36,735.61,Structural,26481.96
CMP-0047154,PRD-010494,P0134,12,75.73,Electrical,908.76
CMP-0047155,PRD-010495,P0181,29,146.86,Structural,4258.94
CMP-0047156,PRD-010495,P0073,116,152.57,Brake Systems,17698.12
CMP-0047157,PRD-010495,P0147,29,476.75,Hydraulics,13825.75
CMP-0047158,PRD-010495,P0091,87,846.22,Brake Systems,73621.14
CMP-0047159,PRD-010495,P0068,58,203.64,Brake Systems,11811.12
CMP-0047160,PRD-010496,P0105,112,90.04,Electrical,10084.48
CMP-0047161,PRD-010496,P0039,28,660.99,Engine Components,18507.72
CMP-0047162,PRD-010496,P0014,28,342.61,Engine Components,9593.08
CMP-0047163,PRD-010496,P0217,28,775.52,Cooling System,21714.56
CMP-0047164,PRD-010496,P0048,56,779.5,Engine Components,43652.0
CMP-0047165,PRD-010497,P0127,10,616.04,Electrical,6160.4
CMP-0047166,PRD-010497,P0299,5,886.23,Fuel System,4431.15
CMP-0047167,PRD-010497,P0097,10,396.7,Electrical,3967.0
CMP-0047168,PRD-010497,P0307,5,751.34,Fuel System,3756.7
CMP-0047169,PRD-010498,P0050,10,184.56,Engine Components,1845.6
CMP-0047170,PRD-010498,P0114,10,426.21,Electrical,4262.1
CMP-0047171,PRD-010498,P0310,5,704.52,Fuel System,3522.6
CMP-0047172,PRD-010498,P0036,20,445.1,Engine Components,8902.0
CMP-0047173,PRD-010498,P0233,10,22.17,Cooling System,221.7
CMP-0047174,PRD-010499,P0103,36,528.29,Electrical,19018.44
CMP-0047175,PRD-010499,P0066,27,294.82,Brake Systems,7960.14
CMP-0047176,PRD-010499,P0071,27,21.92,Brake Systems,591.84
CMP-0047177,PRD-010499,P0058,9,666.13,Brake Systems,5995.17
CMP-0047178,PRD-010499,P0112,36,726.64,Electrical,26159.04
CMP-0047179,PRD-010499,P0087,18,191.62,Brake Systems,3449.16
CMP-0047180,PRD-010500,P0098,66,765.49,Electrical,50522.34
CMP-0047181,PRD-010500,P0236,66,614.82,Cooling System,40578.12
CMP-0047182,PRD-010500,P0245,66,94.92,Cooling System,6264.72
CMP-0047183,PRD-010500,P0250,44,635.45,Cooling System,27959.8
CMP-0047184,PRD-010500,P0219,22,75.55,Cooling System,1662.1
CMP-0047185,PRD-010500,P0132,66,680.53,Electrical,44914.98
CMP-0047186,PRD-010501,P0058,84,666.13,Brake Systems,55954.92
CMP-0047187,PRD-010501,P0208,42,503.45,Structural,21144.9
CMP-0047188,PRD-010501,P0261,84,75.72,Suspension,6360.48
CMP-0047189,PRD-010501,P0190,84,735.61,Structural,61791.24
CMP-0047190,PRD-010502,P0273,11,258.39,Suspension,2842.29
CMP-0047191,PRD-010502,P0092,22,866.84,Brake Systems,19070.48
CMP-0047192,PRD-010502,P0195,44,495.2,Structural,21788.8
CMP-0047193,PRD-010502,P0264,44,721.68,Suspension,31753.92
CMP-0047194,PRD-010502,P0271,33,392.25,Suspension,12944.25
CMP-0047195,PRD-010503,P0035,50,228.17,Engine Components,11408.5
CMP-0047196,PRD-010503,P0008,50,97.08,Engine Components,4854.0
CMP-0047197,PRD-010503,P0003,100,388.4,Engine Components,38840.0
CMP-0047198,PRD-010503,P0285,50,213.46,Fuel System,10673.0
CMP-0047199,PRD-010504,P0114,39,426.21,Electrical,16622.19
CMP-0047200,PRD-010504,P0084,39,379.88,Brake Systems,14815.32
CMP-0047201,PRD-010504,P0134,26,75.73,Electrical,1968.98
CMP-0047202,PRD-010504,P0083,39,151.78,Brake Systems,5919.42
CMP-0047203,PRD-010504,P0103,39,528.29,Electrical,20603.31
CMP-0047204,PRD-010505,P0145,10,448.83,Hydraulics,4488.3
CMP-0047205,PRD-010505,P0079,20,626.55,Brake Systems,12531.0
CMP-0047206,PRD-010505,P0172,40,701.49,Hydraulics,28059.6
CMP-0047207,PRD-010506,P0143,81,707.63,Hydraulics,57318.03
CMP-0047208,PRD-010506,P0266,54,169.21,Suspension,9137.34
CMP-0047209,PRD-010506,P0172,108,701.49,Hydraulics,75760.92
CMP-0047210,PRD-010506,P0261,108,75.72,Suspension,8177.76
CMP-0047211,PRD-010506,P0212,108,868.87,Structural,93837.96
CMP-0047212,PRD-010506,P0176,27,81.43,Structural,2198.61
CMP-0047213,PRD-010507,P0239,81,131.3,Cooling System,10635.3
CMP-0047214,PRD-010507,P0230,27,282.38,Cooling System,7624.26
CMP-0047215,PRD-010507,P0220,108,94.99,Cooling System,10258.92
CMP-0047216,PRD-010507,P0203,108,502.87,Structural,54309.96
CMP-0047217,PRD-010508,P0152,75,202.73,Hydraulics,15204.75
CMP-0047218,PRD-010508,P0086,50,635.63,Brake Systems,31781.5
CMP-0047219,PRD-010508,P0169,100,80.56,Hydraulics,8056.0
CMP-0047220,PRD-010509,P0076,37,389.86,Brake Systems,14424.82
CMP-0047221,PRD-010509,P0121,111,71.84,Electrical,7974.24
CMP-0047222,PRD-010509,P0166,74,783.59,Hydraulics,57985.66
CMP-0047223,PRD-010510,P0027,39,652.84,Engine Components,25460.76
CMP-0047224,PRD-010510,P0128,39,127.95,Electrical,4990.05
CMP-0047225,PRD-010510,P0291,39,369.69,Fuel System,14417.91
CMP-0047226,PRD-010511,P0060,96,65.34,Brake Systems,6272.64
CMP-0047227,PRD-010511,P0199,128,155.16,Structural,19860.48
CMP-0047228,PRD-010511,P0198,32,122.46,Structural,3918.72
CMP-0047229,PRD-010511,P0195,96,495.2,Structural,47539.2
CMP-0047230,PRD-010511,P0206,64,657.56,Structural,42083.84
CMP-0047231,PRD-010511,P0155,32,506.33,Hydraulics,16202.56
CMP-0047232,PRD-010512,P0003,16,388.4,Engine Components,6214.4
CMP-0047233,PRD-010512,P0026,4,896.57,Engine Components,3586.28
CMP-0047234,PRD-010512,P0118,16,569.67,Electrical,9114.72
CMP-0047235,PRD-010513,P0032,18,689.82,Engine Components,12416.76
CMP-0047236,PRD-010513,P0007,72,316.12,Engine Components,22760.64
CMP-0047237,PRD-010513,P0033,36,15.51,Engine Components,558.36
CMP-0047238,PRD-010513,P0029,72,17.87,Engine Components,1286.64
CMP-0047239,PRD-010513,P0022,72,676.11,Engine Components,48679.92
CMP-0047240,PRD-010514,P0115,14,855.79,Electrical,11981.06
CMP-0047241,PRD-010514,P0122,56,70.11,Electrical,3926.16
CMP-0047242,PRD-010514,P0251,42,852.44,Cooling System,35802.48
CMP-0047243,PRD-010514,P0101,42,813.98,Electrical,34187.16
CMP-0047244,PRD-010514,P0049,56,371.32,Engine Components,20793.92
CMP-0047245,PRD-010515,P0087,69,191.62,Brake Systems,13221.78
CMP-0047246,PRD-010515,P0138,69,650.75,Hydraulics,44901.75
CMP-0047247,PRD-010515,P0069,69,231.19,Brake Systems,15952.11
CMP-0047248,PRD-010515,P0201,92,588.22,Structural,54116.24
CMP-0047249,PRD-010515,P0068,69,203.64,Brake Systems,14051.16
CMP-0047250,PRD-010516,P0050,12,184.56,Engine Components,2214.72
CMP-0047251,PRD-010516,P0308,16,108.69,Fuel System,1739.04
CMP-0047252,PRD-010516,P0305,12,522.46,Fuel System,6269.52
CMP-0047253,PRD-010516,P0119,8,222.53,Electrical,1780.24
CMP-0047254,PRD-010516,P0302,4,637.75,Fuel System,2551.0
CMP-0047255,PRD-010517,P0214,35,419.38,Structural,14678.3
CMP-0047256,PRD-010517,P0171,105,508.89,Hydraulics,53433.45
CMP-0047257,PRD-010517,P0189,70,406.37,Structural,28445.9
CMP-0047258,PRD-010518,P0181,46,146.86,Structural,6755.56
CMP-0047259,PRD-010518,P0123,69,773.21,Electrical,53351.49
CMP-0047260,PRD-010518,P0100,69,127.65,Electrical,8807.85
CMP-0047261,PRD-010519,P0052,81,777.29,Engine Components,62960.49
CMP-0047262,PRD-010519,P0094,54,355.9,Electrical,19218.6
CMP-0047263,PRD-010519,P0117,54,680.32,Electrical,36737.28
CMP-0047264,PRD-010520,P0209,54,181.96,Structural,9825.84
CMP-0047265,PRD-010520,P0190,18,735.61,Structural,13240.98
CMP-0047266,PRD-010520,P0214,72,419.38,Structural,30195.36
CMP-0047267,PRD-010520,P0195,54,495.2,Structural,26740.8
CMP-0047268,PRD-010520,P0090,36,582.71,Brake Systems,20977.56
CMP-0047269,PRD-010520,P0053,36,872.56,Brake Systems,31412.16
CMP-0047270,PRD-010521,P0193,60,417.52,Structural,25051.2
CMP-0047271,PRD-010521,P0239,15,131.3,Cooling System,1969.5
CMP-0047272,PRD-010521,P0234,15,674.48,Cooling System,10117.2
CMP-0047273,PRD-010521,P0243,15,139.57,Cooling System,2093.55
CMP-0047274,PRD-010521,P0248,15,432.26,Cooling System,6483.9
CMP-0047275,PRD-010522,P0085,5,779.7,Brake Systems,3898.5
CMP-0047276,PRD-010522,P0090,10,582.71,Brake Systems,5827.1
CMP-0047277,PRD-010522,P0110,10,368.69,Electrical,3686.9
CMP-0047278,PRD-010522,P0149,10,300.24,Hydraulics,3002.4
CMP-0047279,PRD-010522,P0160,20,121.78,Hydraulics,2435.6
CMP-0047280,PRD-010523,P0161,64,625.79,Hydraulics,40050.56
CMP-0047281,PRD-010523,P0092,32,866.84,Brake Systems,27738.88
CMP-0047282,PRD-010523,P0094,32,355.9,Electrical,11388.8
CMP-0047283,PRD-010523,P0167,48,430.42,Hydraulics,20660.16
CMP-0047284,PRD-010523,P0175,32,201.76,Hydraulics,6456.32
CMP-0047285,PRD-010524,P0153,64,542.6,Hydraulics,34726.4
CMP-0047286,PRD-010524,P0093,128,320.93,Brake Systems,41079.04
CMP-0047287,PRD-010524,P0086,64,635.63,Brake Systems,40680.32
